Date,Close,High,Low,Open,Volume
2025-05-08,3.2,3.21,3.18,3.19,951613.75
2025-05-09,3.17,3.21,3.16,3.2,1005053.64
2025-05-12,3.23,3.24,3.18,3.19,1398826.84
2025-05-13,3.23,3.25,3.21,3.24,1052274.05
2025-05-14,3.27,3.27,3.23,3.23,1337338.65
2025-05-15,3.21,3.27,3.2,3.26,1215945.39
2025-05-16,3.18,3.23,3.18,3.21,1027250.2
2025-05-19,3.19,3.2,3.16,3.18,762620.0
2025-05-20,3.18,3.2,3.18,3.19,826789.81
2025-05-21,3.23,3.23,3.18,3.19,1228129.55
2025-05-22,3.18,3.22,3.18,3.21,991777.33
2025-05-23,3.15,3.2,3.15,3.18,1047385.8
2025-05-26,3.18,3.21,3.16,3.17,1155229.2
2025-05-27,3.14,3.19,3.13,3.18,1179133.7
2025-05-28,3.14,3.16,3.14,3.15,514727.12
2025-05-29,3.18,3.19,3.13,3.14,1247524.4
2025-05-30,3.17,3.19,3.15,3.17,826044.06
2025-06-03,3.18,3.2,3.17,3.18,818510.46
2025-06-04,3.22,3.24,3.18,3.19,1397323.32
2025-06-05,3.19,3.22,3.17,3.22,1259788.22
2025-06-06,3.25,3.26,3.2,3.2,2343160.24
2025-06-09,3.24,3.25,3.21,3.24,1422308.32
2025-06-10,3.25,3.28,3.22,3.26,1704108.05
2025-06-11,3.29,3.31,3.24,3.24,1799027.43
2025-06-12,3.31,3.31,3.27,3.28,1252710.43
2025-06-13,3.29,3.32,3.27,3.31,1363780.98
2025-06-16,3.29,3.32,3.27,3.29,1182985.0
2025-06-17,3.3,3.32,3.29,3.3,821288.65
2025-06-18,3.3,3.31,3.27,3.3,874422.0
2025-06-19,3.25,3.3,3.24,3.29,1111578.78
2025-06-20,3.25,3.27,3.24,3.25,831868.32
2025-06-23,3.16,3.2,3.14,3.15,1180083.08
2025-06-24,3.19,3.21,3.16,3.17,1194245.41
2025-06-25,3.2,3.21,3.17,3.2,1101245.88
2025-06-26,3.22,3.26,3.2,3.2,1457090.95
2025-06-27,3.33,3.37,3.25,3.26,2959372.22
2025-06-30,3.34,3.42,3.32,3.4,2844155.57
2025-07-01,3.4,3.41,3.29,3.34,2705676.59
2025-07-02,3.44,3.48,3.36,3.38,3203232.19
2025-07-03,3.44,3.48,3.41,3.47,2035655.74
2025-07-04,3.39,3.43,3.38,3.42,1989363.88
2025-07-07,3.4,3.42,3.37,3.38,1622916.95
2025-07-08,3.41,3.44,3.39,3.4,1452220.25
2025-07-09,3.33,3.5,3.31,3.47,3714633.54
2025-07-10,3.38,3.39,3.32,3.33,2101323.61
2025-07-11,3.42,3.47,3.38,3.38,2650307.92
2025-07-14,3.43,3.47,3.42,3.42,1892171.0
2025-07-15,3.38,3.44,3.36,3.42,1605737.68
2025-07-16,3.34,3.39,3.33,3.38,1591646.82
2025-07-17,3.34,3.35,3.32,3.35,1155119.85
2025-07-18,3.38,3.41,3.34,3.35,1959424.54
2025-07-21,3.52,3.52,3.4,3.4,3603844.44
2025-07-22,3.64,3.64,3.5,3.52,3862621.77
2025-07-23,3.65,3.79,3.63,3.7,4494933.42
2025-07-24,3.74,3.79,3.62,3.65,3679245.18
2025-07-25,3.68,3.74,3.65,3.71,2497444.9
2025-07-28,3.63,3.67,3.54,3.66,2472160.02
2025-07-29,3.62,3.64,3.57,3.61,1459204.81
2025-07-30,3.64,3.66,3.61,3.62,2368183.15
2025-07-31,3.48,3.57,3.46,3.56,3256779.48
2025-08-01,3.51,3.53,3.46,3.47,1722768.4
2025-08-04,3.53,3.56,3.48,3.5,1642394.99
2025-08-05,3.66,3.73,3.53,3.54,3376759.46
2025-08-06,4.03,4.03,3.72,3.73,8155532.93
2025-08-07,4.02,4.16,3.94,4.05,8898111.05
2025-08-08,4.03,4.08,3.95,3.99,3939549.22
2025-08-11,4.05,4.1,3.99,4.05,4325396.61
2025-08-12,4.04,4.08,3.96,4.05,3243940.26
2025-08-13,4.26,4.27,4.06,4.08,6272576.1
2025-08-14,4.19,4.31,4.18,4.21,4571987.88
2025-08-15,4.32,4.33,4.17,4.19,3903109.02
2025-08-18,4.25,4.3,4.08,4.21,5672844.59
2025-08-19,4.11,4.29,4.09,4.27,4452944.6
2025-08-20,4.19,4.25,4.1,4.12,3422657.54
2025-08-21,4.16,4.24,4.14,4.18,2354172.7
2025-08-22,4.15,4.19,4.1,4.14,2443930.1
2025-08-25,4.41,4.46,4.26,4.28,5071863.33
2025-08-26,4.45,4.48,4.32,4.4,3334074.56
2025-08-27,4.33,4.53,4.32,4.45,3485794.06
2025-08-28,4.36,4.39,4.21,4.31,3091513.26
2025-08-29,4.51,4.55,4.35,4.4,4228476.44
2025-09-01,4.59,4.67,4.45,4.56,4748349.86
2025-09-02,4.51,4.62,4.42,4.6,3996940.11
2025-09-03,4.45,4.64,4.41,4.59,3737775.69
2025-09-04,4.23,4.54,4.16,4.45,4354662.3
2025-09-05,4.46,4.47,4.18,4.2,3648911.57
2025-09-08,4.34,4.47,4.32,4.46,3070301.77
2025-09-09,4.34,4.47,4.32,4.35,3211600.67
2025-09-10,4.33,4.35,4.23,4.29,2386245.72
2025-09-11,4.44,4.49,4.34,4.35,2779065.94
2025-09-12,4.74,4.83,4.49,4.5,5691527.66
2025-09-15,4.66,4.78,4.64,4.7,3530463.95
2025-09-16,4.59,4.77,4.45,4.74,4335787.41
2025-09-17,4.63,4.67,4.49,4.53,2989632.77
2025-09-18,4.39,4.5,4.32,4.5,3882365.73
2025-09-19,4.45,4.46,4.34,4.37,2397744.37
2025-09-22,4.38,4.51,4.32,4.49,2225469.53
2025-09-23,4.3,4.42,4.21,4.39,2818209.83
2025-09-24,4.31,4.34,4.22,4.27,2207992.07
2025-09-25,4.66,4.73,4.52,4.6,7711811.7
2025-09-26,4.76,4.9,4.64,4.68,5181239.12
2025-09-29,5.16,5.18,4.79,4.83,5685097.77
2025-09-30,5.36,5.48,5.17,5.25,5572245.11
2025-10-09,5.9,5.9,5.69,5.72,4911984.35
2025-10-10,5.88,6.35,5.79,5.91,8334366.31
2025-10-13,5.79,5.88,5.55,5.59,6257695.69
2025-10-14,5.48,5.98,5.42,5.98,5854602.63
2025-10-15,5.59,5.6,5.36,5.52,4393752.22
2025-10-16,5.43,5.6,5.31,5.53,3949933.56
2025-10-17,5.22,5.48,5.2,5.45,3588845.74
2025-10-20,5.27,5.35,5.2,5.27,2983073.87
2025-10-21,5.44,5.49,5.26,5.3,3814679.6
2025-10-22,5.41,5.44,5.22,5.26,2422701.25
2025-10-23,5.51,5.52,5.33,5.4,2316374.65
2025-10-24,5.7,5.75,5.51,5.59,3668294.32
2025-10-27,5.86,6.0,5.78,5.82,3912608.2
2025-10-28,5.27,5.61,5.27,5.6,8927528.55
2025-10-29,5.54,5.54,5.3,5.37,4851526.38
2025-10-30,5.52,5.66,5.44,5.48,3924095.02
2025-10-31,5.29,5.53,5.27,5.47,3931207.31
