Date,Close,Open,42d,252d,Log_Rets,CloseOpen,Mov_Vol
2011-06-30,25.45,22.0,,,,3.4499999999999993,
2011-07-01,28.0,25.77,,,0.09548876717867227,2.2300000000000004,
2011-07-04,30.8,28.88,,,0.09531017980432493,1.9200000000000017,
2011-07-05,33.05,32.78,,,0.07050687631816649,0.269999999999996,
2011-07-06,33.4,32.8,,,0.010534333684959542,0.6000000000000014,
2011-07-07,33.59,33.1,,,0.005672503641546849,0.490000000000002,
2011-07-08,33.07,33.4,,,-0.015601876630500076,-0.3299999999999983,
2011-07-11,32.83,32.8,,,-0.007283795480200128,0.030000000000001137,
2011-07-12,31.51,32.48,,,-0.041037775744317946,-0.9699999999999953,
2011-07-13,31.19,30.82,,,-0.010207425149471339,0.370000000000001,
2011-07-14,30.0,31.19,,,-0.03890014895755658,-1.1900000000000013,
2011-07-15,29.81,29.8,,,-0.006353473972175379,0.00999999999999801,
2011-07-18,32.04,29.79,,,0.07214121451017835,2.25,
2011-07-19,30.05,31.1,,,-0.06412246121894187,-1.0500000000000007,
2011-07-20,30.4,30.5,,,0.011579947430959418,-0.10000000000000142,
2011-07-21,29.16,30.05,,,-0.04164470127171857,-0.8900000000000006,
2011-07-22,29.4,29.2,,,0.00819676720417849,0.1999999999999993,
2011-07-25,27.66,29.01,,,-0.061007348108023704,-1.3500000000000014,
2011-07-26,28.02,27.68,,,0.012931214672248784,0.33999999999999986,
2011-07-27,29.2,27.9,,,0.04125016836537507,1.3000000000000007,
2011-07-28,28.4,28.6,,,-0.027779564107075706,-0.20000000000000284,
2011-07-29,28.17,28.41,,,-0.008131563278879058,-0.23999999999999844,
2011-08-01,29.11,28.06,,,0.03282417586925052,1.0500000000000007,
2011-08-02,30.64,28.66,,,0.05122458711485868,1.9800000000000004,
2011-08-03,30.57,30.2,,,-0.0022872089696474667,0.370000000000001,
2011-08-04,29.93,30.3,,,-0.021157814038135565,-0.370000000000001,
2011-08-05,28.63,28.53,,,-0.04440620275458394,0.09999999999999787,
2011-08-08,26.24,28.0,,,-0.08717015503413539,-1.7600000000000016,
2011-08-09,26.45,25.03,,,0.007971194228420145,1.4199999999999982,
2011-08-10,26.45,26.99,,,0.0,-0.5399999999999991,
2011-08-11,26.49,25.05,,,0.0015111449796700075,1.4399999999999977,
2011-08-12,26.88,26.75,,,0.014615212370970389,0.129999999999999,
2011-08-15,28.45,27.0,,,0.056765644917391174,1.4499999999999993,
2011-08-16,27.61,28.3,,,-0.02997013463027683,-0.6900000000000013,
2011-08-17,27.79,27.5,,,0.006498217812349282,0.28999999999999915,
2011-08-18,26.8,27.82,,,-0.03627435623760129,-1.0199999999999996,
2011-08-19,26.11,26.0,,,-0.026083504805773577,0.10999999999999943,
2011-08-22,26.31,26.11,,,0.007630712341163859,0.1999999999999993,
