,600755.SH,600309.SH,600031.SH,600886.SH,000768.SZ,002594.SZ,000651.SZ,600138.SH,600177.SH,600276.SH,600519.SH,002714.SZ,600036.SH,601318.SH,000002.SZ,601138.SH,600111.SH,300413.SZ,002093.SZ
1,11.37,,10.03,,,,,,,38.77,197.83,,,73.73,,,27.68,,
2,11.5,,9.75,,,,,,,39.59,192.94,,,73.41,,,27.79,,
3,11.58,,9.85,,,,,,,39.19,191.76,,,71.08,,,26.89,,
4,11.27,,9.38,,,,,,,39.47,190.31,,,72.84,,,26.35,,
5,11.11,,9.21,,19.33,,,,,39.19,186.43,,16.68,75.17,,,26.4,,
6,11.58,,8.88,,21.26,,,,,40.2,184.88,,16.42,75.12,,,26.49,,
7,11.38,,8.89,,20.7,,,,,40.24,183.18,,16.16,73.85,,,25.17,,
8,11.26,,8.71,,21.55,,,,,39.16,186.07,,15.57,78.87,,,25.59,,
9,11.43,,9.03,,20.7,,,,,38.99,186.11,,15.71,78.29,,,25.71,,
10,11.79,,9.0,,19.56,40.26,,16.65,,38.91,175.48,,15.6,70.46,,,23.96,,
11,11.73,,8.1,,20.39,40.33,,17.28,,39.0,178.08,,15.43,70.62,,,24.52,,
12,12.84,,8.17,,21.07,38.94,,17.22,,39.39,182.36,,15.71,77.36,,,25.64,,
13,12.89,,8.49,,21.31,38.51,,16.91,,40.77,181.23,,16.18,75.47,,,26.12,,
14,13.34,,8.66,,21.78,38.44,,16.51,,41.97,181.02,,16.24,76.8,,,25.94,,
15,12.82,,8.48,,20.86,39.48,,16.3,,41.86,182.8,,14.63,75.61,,,27.12,,
16,13.06,,8.6,,22.38,40.32,,16.52,,42.44,180.11,,14.64,73.96,,,26.77,,
17,12.75,,8.73,,23.51,39.48,,16.4,,42.14,177.47,,15.3,72.29,,,26.26,,
18,12.97,,8.56,,25.86,39.08,,16.62,11.92,41.15,176.15,,15.13,70.55,,,26.27,,
19,12.47,,8.33,,26.1,39.57,,17.11,12.01,40.79,177.18,,15.17,69.29,,,26.35,,
20,12.12,,8.14,,26.29,38.31,,16.82,11.73,40.71,174.82,,15.03,66.22,,,25.28,,
21,11.46,,7.87,,26.58,38.95,,17.24,11.33,42.01,178.37,,14.71,69.07,,,25.59,,
22,11.74,,8.06,,25.0,39.48,,17.86,11.32,41.42,177.25,,14.53,67.5,,,25.15,,
23,11.56,,7.95,,24.98,39.81,,18.02,11.18,40.78,174.05,,14.37,65.94,,,24.7,,
24,11.59,,7.9,,24.6,40.11,,17.7,11.2,40.12,174.6,,14.34,66.31,,,24.14,,
25,11.17,,7.85,,25.7,40.1,,18.07,11.3,40.2,184.3,44.1,14.09,68.0,,,24.36,,
26,11.35,,7.88,,25.75,40.0,,17.81,11.62,40.84,182.88,47.64,14.57,68.49,,,24.63,,
27,11.43,,8.12,,24.99,40.4,,17.75,11.73,40.85,183.15,50.02,14.3,70.15,,,24.78,,
28,12.2,,8.11,,24.63,39.76,,17.36,10.56,41.19,183.57,52.0,14.32,69.9,,,24.41,,6.2
29,12.12,,8.16,,23.64,38.26,,17.23,10.76,41.33,182.49,53.01,14.25,69.92,,,24.68,,6.35
30,11.95,,8.17,,23.24,38.47,,17.45,11.2,40.56,183.31,51.2,14.41,70.31,,,24.86,,6.27
31,11.96,,8.18,,23.75,38.73,,17.73,11.15,41.21,182.22,51.51,14.66,70.58,,,24.7,,6.3
32,12.45,,8.2,,24.59,38.27,,17.55,11.55,41.36,183.96,55.45,14.64,68.16,,,24.33,,6.21
33,12.3,,8.1,,24.21,37.73,,17.15,12.71,40.67,186.64,54.02,14.57,69.87,,,25.09,,6.07
34,12.55,,8.63,,24.64,36.23,,16.79,13.17,40.8,191.05,55.65,14.63,70.28,,,25.69,,6.29
35,12.4,,8.52,,24.73,36.23,,16.63,12.64,40.36,190.73,55.76,14.46,69.9,,,25.85,,6.22
36,12.47,,8.62,,24.48,37.14,,16.73,12.72,40.0,185.95,54.73,14.52,67.12,,,25.97,,6.25
37,12.27,,8.39,,26.02,36.61,,17.22,12.21,40.1,187.19,55.01,14.3,66.94,,,25.84,,6.36
38,12.23,,8.39,,26.12,37.88,,17.11,12.05,41.84,185.52,53.95,14.67,65.16,,,25.43,,6.19
39,12.34,,8.3,,27.03,41.67,,17.4,12.35,42.81,183.62,53.39,14.7,64.98,,,25.81,,6.51
40,12.17,,8.34,,27.44,45.84,,17.74,11.99,42.33,191.56,54.11,14.57,66.32,,,25.72,,6.59
41,12.11,,8.49,,27.28,50.42,,17.57,11.83,42.54,187.83,53.41,14.17,65.7,,,25.66,,6.7
42,12.77,,8.41,,26.85,49.89,,17.34,11.7,43.04,191.98,50.96,14.21,66.22,,,25.28,,6.93
43,12.64,,8.38,,26.11,49.28,,17.41,11.77,43.61,192.75,51.0,13.91,68.8,,,25.64,,6.93
44,12.5,,8.41,,26.0,50.58,,17.43,12.04,42.98,189.91,50.79,14.05,68.94,,,26.04,,6.83
45,12.59,,8.54,,26.6,51.78,,18.05,12.44,42.85,193.76,52.38,14.68,73.47,,,26.4,,6.74
46,13.05,,8.67,,26.34,51.36,,18.11,12.38,42.98,196.77,51.82,14.29,74.7,,,26.62,,6.75
47,13.56,,8.99,,25.96,51.99,,18.48,12.69,42.38,199.45,50.79,14.45,77.42,,,26.84,,6.78
48,13.54,,9.1,,26.07,57.19,,18.57,12.75,43.0,195.28,48.1,15.13,75.73,,,26.96,,6.79
49,14.08,,9.29,,25.98,52.3,,18.2,12.61,42.27,193.15,48.49,15.1,78.41,,,26.73,,6.99
50,14.02,,9.2,,26.75,51.2,,18.25,12.36,44.09,195.08,49.37,15.36,77.95,,,27.11,,6.85
51,14.1,,9.34,,27.18,51.2,,18.57,12.66,44.21,195.69,48.21,15.41,75.74,,,26.84,,7.06
52,13.76,,9.17,,27.31,50.0,,19.22,12.6,43.71,192.78,47.3,15.74,75.08,,,26.32,,6.84
53,13.95,,9.16,,27.01,49.12,,19.1,12.81,45.19,198.56,49.8,15.68,78.14,,,26.64,,6.84
54,13.8,,9.54,,26.9,49.98,,19.09,14.0,45.22,194.55,49.93,15.69,76.72,,,26.79,,6.91
55,13.82,,9.44,,26.94,51.14,,19.57,13.84,44.48,196.77,50.68,15.79,79.96,,,27.27,,7.2
56,14.21,,10.38,,26.48,51.5,,19.63,13.88,45.14,195.96,50.14,15.56,78.24,,,27.18,,7.42
57,13.86,,10.13,,25.86,53.35,,20.48,14.19,46.1,195.34,51.9,15.16,79.15,,,28.02,,7.4
58,14.03,,10.24,,26.88,53.88,,20.18,15.17,48.47,194.58,54.23,15.22,78.02,,,28.01,,7.59
59,13.99,,10.15,,26.36,52.8,,20.39,14.85,48.44,196.81,54.02,15.26,78.71,,,28.13,,7.47
60,13.89,,10.11,12.57,26.59,53.11,,22.43,14.93,48.76,200.67,55.96,15.74,81.03,,,28.51,,7.42
61,14.65,,10.42,12.31,27.16,53.4,,23.76,14.99,49.1,204.5,56.03,15.57,82.41,,,27.88,,7.72
62,14.24,,10.46,12.24,27.28,52.19,,24.94,14.66,49.28,200.0,57.55,15.73,81.44,,,27.26,,7.87
63,14.87,,10.06,11.73,27.1,54.22,,23.26,14.99,49.37,200.22,56.22,15.66,86.14,,,28.96,,7.92
64,15.19,,10.13,11.43,28.97,52.85,,23.61,15.05,51.19,203.9,56.35,17.23,86.21,,,28.98,,7.98
65,15.23,,10.54,10.82,28.7,52.71,,23.96,15.6,53.55,206.0,59.69,17.48,84.67,,,28.7,,8.37
66,15.42,,10.67,10.95,27.59,52.4,,24.34,15.47,53.04,205.7,59.0,17.87,84.56,,,27.57,,8.22
67,14.46,,10.27,10.79,26.52,57.64,,25.29,16.37,54.56,226.27,57.38,18.81,90.8,,,27.95,,7.95
68,14.48,,10.57,11.18,27.06,59.84,,24.98,17.5,55.1,232.56,59.95,18.32,89.92,,,28.79,,8.13
69,15.03,,11.38,11.3,27.04,61.35,,25.48,17.82,54.49,234.03,59.02,17.81,85.54,,,29.32,,8.2
70,15.64,,11.65,10.17,26.55,60.39,,25.63,17.56,53.77,257.43,60.7,18.17,87.99,,,29.8,,8.11
71,15.45,,11.55,10.32,26.03,57.88,,24.77,17.67,56.56,263.89,62.48,18.41,90.11,,,30.01,,7.9
72,16.26,,11.66,10.9,26.59,56.0,,23.66,18.97,58.19,256.04,62.16,18.17,88.1,,,33.01,,8.25
73,15.77,,11.55,10.76,27.88,56.9,,24.13,19.01,57.52,258.49,61.27,17.7,84.87,,,34.04,,8.66
74,15.1,,11.24,10.8,29.12,59.2,,25.07,18.93,56.96,255.79,63.15,18.44,86.32,,,33.54,,9.53
75,15.0,,11.49,10.93,30.28,57.05,,26.23,19.54,57.22,247.89,63.99,18.36,86.07,,,31.81,,10.48
76,14.21,,10.66,10.6,30.38,56.0,,25.31,19.19,55.52,249.78,64.4,18.48,87.6,,,33.24,,11.53
77,14.27,,10.45,10.37,29.71,57.7,,26.61,18.93,56.65,252.23,70.84,18.22,88.66,,,32.31,,12.68
78,14.64,,10.38,10.54,31.0,57.15,,27.7,19.08,57.01,254.97,75.25,18.16,90.47,,,31.97,,13.5
79,14.29,,10.73,10.23,32.01,54.8,,26.09,18.73,55.82,240.95,73.82,17.45,86.15,,,31.3,,13.1
80,13.39,,10.12,9.57,32.24,56.11,,26.98,17.94,56.92,242.68,74.05,17.54,88.57,,,30.99,,13.13
81,12.81,,9.82,9.79,33.72,57.25,,27.25,18.79,57.63,244.93,73.5,17.69,87.05,,,31.27,,12.89
82,12.09,,9.53,9.72,34.6,62.98,,26.62,19.23,56.46,254.17,78.92,17.7,86.9,,,31.72,,13.0
83,12.44,,9.9,9.44,35.74,59.51,,25.87,18.94,56.7,257.44,75.0,17.91,88.72,,,21.98,,13.03
84,12.94,,10.21,9.27,33.42,61.19,,25.99,19.14,58.1,254.42,73.89,17.77,88.95,,,21.65,,14.33
85,13.05,,10.18,9.26,32.15,60.0,,25.1,20.83,59.16,256.4,77.73,17.54,87.02,,,22.36,,14.62
86,12.92,,10.15,9.57,31.42,61.39,,25.83,20.49,58.22,251.41,75.15,17.49,86.31,,,24.6,,14.17
87,12.68,,9.98,9.58,32.13,58.39,,25.9,20.62,57.75,245.17,73.5,17.16,84.41,,,24.27,,13.9
88,12.73,,10.14,9.55,32.9,58.15,,26.18,21.36,56.06,241.14,78.15,16.85,82.41,,,23.09,,14.0
89,12.71,,10.16,9.76,34.87,58.75,,24.9,21.95,55.82,250.04,78.5,17.63,85.44,,,23.64,,13.35
90,13.13,,10.74,9.74,33.65,59.5,,23.73,21.44,56.7,253.95,77.51,18.04,85.57,,,23.66,,13.75
91,13.07,,10.64,9.75,32.74,63.09,,22.85,21.98,57.56,258.59,74.96,18.16,86.6,,,23.55,,13.9
92,14.08,,11.7,10.33,33.27,64.5,,24.07,21.3,59.62,275.86,75.0,18.7,89.56,,,24.38,,14.16
93,13.97,,12.08,10.54,32.92,63.13,,25.3,20.24,59.85,286.83,74.98,19.22,91.58,,,24.85,,15.15
94,14.37,,12.85,10.45,33.27,62.75,,25.77,20.38,60.31,285.54,74.01,19.2,93.17,,,25.11,,16.67
95,14.49,,12.83,10.63,34.06,60.82,,25.37,20.6,63.93,276.9,73.0,19.07,91.06,,,26.12,,18.34
96,15.45,,12.91,10.25,35.3,62.5,,24.78,20.89,67.25,261.11,72.61,17.92,85.22,,,23.51,,20.17
97,13.91,,13.02,10.21,35.91,64.56,,24.39,22.55,60.83,263.83,73.6,18.07,85.44,,,22.81,,22.19
98,13.42,,13.57,9.85,39.5,66.19,,24.73,22.61,62.75,271.46,79.8,18.83,87.41,,,23.86,,24.41
99,13.99,,13.31,9.85,43.45,72.81,,25.16,24.19,65.42,266.62,78.48,18.95,86.38,,,24.11,,26.85
100,14.53,,12.94,9.98,43.6,76.0,,25.99,23.34,64.11,262.79,85.16,19.45,85.54,,,24.41,,27.96
101,14.18,,12.51,10.02,39.39,83.6,,26.46,22.31,61.65,258.21,90.0,20.44,88.01,,,23.99,,28.98
102,13.94,,12.66,9.92,40.08,79.49,,26.61,22.4,59.32,253.84,91.42,19.99,86.95,,,24.99,,28.91
103,14.47,,12.9,10.09,44.09,74.95,,27.89,23.44,60.97,264.64,97.02,21.13,91.99,,,25.44,,29.09
104,15.06,,13.04,10.2,48.5,74.14,,29.78,23.32,59.38,259.03,100.45,20.83,89.39,,,25.92,,27.58
105,15.08,,12.78,10.36,46.28,75.83,,29.17,23.66,59.41,261.05,101.5,20.47,88.45,,,25.14,,26.55
106,16.59,,13.03,10.59,45.28,74.0,,26.36,23.96,61.18,260.06,95.23,20.36,90.26,,,25.32,,26.95
107,16.3,,13.99,10.73,45.98,74.9,,26.47,24.53,62.49,266.0,93.02,20.31,90.18,,,25.54,,25.38
108,16.95,,13.29,10.89,43.27,75.77,,27.82,25.71,62.47,260.89,99.0,19.5,86.98,,,25.08,,23.99
109,15.9,,12.36,10.96,43.15,72.87,,29.13,24.99,45.96,253.95,104.61,19.29,86.5,,,23.54,,24.93
110,14.71,,12.58,11.17,43.25,70.9,,28.34,22.57,43.71,255.09,105.31,19.43,87.0,,,23.79,,25.05
111,15.48,,12.06,10.89,44.51,67.64,,28.15,22.6,44.52,243.97,96.5,18.79,83.96,,,22.38,,25.08
112,14.61,,10.95,10.59,44.57,61.9,,28.65,23.57,42.83,235.31,100.55,18.0,80.44,,,20.61,,24.56
113,13.51,,11.18,10.8,44.9,63.12,,28.39,24.01,41.89,252.25,97.3,18.87,84.43,,,20.99,,25.5
114,13.39,,11.44,10.69,42.94,63.58,,27.4,24.25,45.27,261.21,96.8,18.93,84.87,,,21.5,,24.48
115,13.9,,11.14,11.04,43.16,61.99,,27.94,24.14,45.16,251.79,49.22,18.44,82.43,,,20.02,,22.07
116,13.18,,10.03,10.8,40.85,55.79,,28.66,24.02,42.53,242.45,48.9,17.4,77.44,,,18.02,,19.86
117,11.86,,9.07,10.94,39.71,50.21,,28.67,24.83,40.05,246.64,51.44,17.43,76.52,,,16.79,,19.05
118,10.67,,9.69,10.77,43.68,55.23,,29.39,24.47,41.14,257.65,49.24,18.72,81.94,,,18.14,,19.26
119,11.24,,8.85,10.87,45.79,52.99,,29.65,23.86,44.54,257.49,46.19,18.21,78.66,,,17.05,,18.55
120,10.12,,8.06,11.13,46.4,49.27,,28.74,24.58,44.76,260.3,47.4,18.65,77.81,,,15.84,,16.7
121,9.11,,7.27,10.95,41.76,49.55,,26.9,24.92,44.13,249.81,45.16,17.61,74.48,,,14.46,,15.03
122,8.2,,7.35,11.46,40.68,50.75,,24.27,23.67,41.65,254.04,44.83,18.82,78.21,,,15.17,,16.0
123,8.79,,6.7,11.45,43.58,46.99,,24.48,22.9,43.54,244.18,47.99,20.21,86.03,,,14.42,,14.8
124,7.91,,6.03,11.52,42.7,44.68,,24.56,22.93,41.63,236.86,50.7,18.41,77.46,,,13.0,,13.76
125,7.18,,6.63,12.1,38.43,49.15,,23.32,21.66,37.47,257.94,55.4,19.0,80.4,,,14.3,,12.6
126,7.9,,7.29,11.5,34.59,54.07,,20.99,20.53,41.22,265.59,49.86,18.99,82.19,,,15.73,,11.96
127,8.69,,8.02,11.78,31.13,59.48,,19.48,20.6,45.34,257.75,53.4,18.31,80.63,,,17.3,,10.76
128,9.56,,7.99,12.15,28.02,56.2,,21.12,20.91,47.9,249.05,58.74,17.87,78.63,,,16.33,,11.84
129,9.71,,7.19,12.31,25.22,50.58,,20.38,19.62,45.91,251.26,53.91,18.48,79.03,,,15.39,,12.5
130,8.74,,7.45,12.55,27.74,52.19,,19.25,17.67,42.13,251.59,48.52,18.15,78.47,,,15.62,,13.75
131,9.11,,8.0,13.21,30.51,55.55,,19.68,16.6,44.17,228.29,43.67,18.36,80.46,,,16.41,,15.11
132,9.73,,8.06,12.99,33.56,54.99,,20.45,18.26,46.33,225.11,43.9,18.44,81.09,,,16.27,,16.0
133,9.78,23.54,8.06,12.48,34.2,54.82,,18.41,17.91,45.77,221.66,39.51,18.08,80.55,,,16.41,,15.56
134,9.83,23.93,8.2,12.9,30.78,55.56,,16.57,17.91,45.34,217.13,35.56,17.85,79.25,,,16.2,,15.86
135,10.0,24.06,8.4,12.56,31.93,56.58,,18.23,16.96,45.93,219.54,39.12,17.94,82.57,14.91,,16.88,,16.5
136,10.25,24.28,8.1,12.3,35.12,55.59,,19.94,17.64,46.12,219.21,43.03,17.9,80.62,14.36,,16.94,,15.75
137,9.93,23.64,7.29,12.6,36.99,50.03,,21.93,15.88,44.58,201.52,47.33,16.7,36.56,14.23,,15.25,,14.18
138,8.94,24.38,7.17,13.86,35.91,49.8,,21.19,14.29,40.48,205.83,52.06,17.04,35.1,13.59,,14.12,,12.76
139,8.66,24.64,7.82,12.77,38.07,54.78,,19.07,15.72,43.33,207.74,49.97,17.16,34.94,13.45,,14.86,,13.94
140,9.32,23.59,7.54,12.24,38.96,51.8,,19.63,17.29,44.99,205.96,54.97,16.98,34.31,13.12,,14.26,,13.25
141,9.78,23.52,7.61,11.31,39.06,55.6,,21.12,19.02,42.81,206.83,60.47,17.3,33.37,13.07,,14.17,,12.97
142,10.0,24.16,8.07,11.58,35.15,57.78,,21.05,18.12,44.93,209.56,66.52,18.09,33.36,13.1,,14.16,,11.87
143,9.34,21.74,8.35,11.91,35.0,59.66,,22.58,17.83,47.42,211.97,73.17,18.15,34.21,13.77,,15.07,,13.06
144,10.03,22.41,8.61,12.32,38.5,59.45,,22.0,17.39,47.9,207.19,71.0,17.91,33.29,13.52,,14.72,,12.86
145,9.69,22.78,8.28,11.75,38.5,65.4,,22.82,16.69,46.87,204.96,71.88,18.12,32.89,12.17,,15.09,,12.99
146,9.46,22.74,8.42,11.71,35.8,65.0,,22.43,16.91,46.66,206.93,64.75,18.29,33.89,12.35,,15.71,,14.14
147,9.87,22.91,8.81,11.27,32.22,66.81,,20.76,17.76,46.77,212.3,66.0,18.62,35.09,13.05,,16.81,,14.92
148,10.3,22.61,8.88,11.29,35.44,65.7,,20.96,18.17,49.87,210.75,70.55,18.2,34.87,13.58,,16.8,,14.74
149,10.73,22.1,8.53,11.68,35.3,61.99,,22.49,17.63,48.42,209.47,74.66,17.9,33.79,13.92,,16.49,,14.12
150,10.34,22.26,8.73,11.66,34.84,63.84,,23.01,17.87,46.96,209.51,69.39,17.85,34.07,13.7,,18.14,,14.83
151,10.61,22.0,8.57,11.9,36.03,63.75,,21.66,17.94,47.0,209.98,64.16,17.74,33.89,13.18,,17.73,,14.89
152,11.17,21.72,8.59,12.17,38.73,64.2,,19.5,17.84,46.86,206.22,66.88,17.33,32.97,13.0,,18.29,,15.37
153,11.32,21.1,7.73,12.52,38.12,57.78,,20.72,16.06,47.44,201.06,71.69,16.8,31.29,13.01,,16.46,,16.9
154,10.19,21.9,7.93,12.62,37.92,58.48,,19.86,16.08,46.37,201.62,66.99,17.13,31.41,13.12,,16.51,,18.59
155,10.24,21.41,7.6,12.43,34.13,54.4,,19.32,15.13,47.64,195.07,63.02,16.81,30.55,12.88,,15.89,,18.51
156,9.64,21.13,7.17,11.53,31.26,49.8,,20.27,14.13,45.85,186.33,64.85,16.54,29.39,12.96,,15.49,,16.66
157,9.0,20.34,6.45,11.16,28.13,44.82,40.8,21.48,12.72,43.69,169.64,67.88,14.98,26.45,12.8,,13.94,,14.99
158,8.1,20.52,5.81,11.79,25.32,40.34,41.67,23.63,11.45,39.63,176.59,65.43,14.71,25.11,12.7,,12.55,,13.49
159,7.29,20.97,5.9,12.03,22.79,44.37,41.6,23.0,11.5,39.98,183.88,61.06,16.09,26.36,12.16,,11.64,,12.14
160,6.69,20.82,6.3,11.85,23.7,48.81,41.74,23.27,12.46,42.78,197.07,62.8,17.63,29.0,12.18,,12.31,,11.8
161,7.2,21.43,6.8,11.92,26.07,51.01,41.0,23.4,13.2,43.62,192.65,61.01,17.3,29.65,12.42,,13.39,,12.95
162,7.74,21.61,6.9,12.82,28.15,49.85,42.2,23.03,13.08,44.45,195.37,65.6,17.05,30.29,12.41,,13.28,,11.9
163,7.42,21.66,6.88,13.21,25.81,49.59,44.1,20.73,13.04,44.4,194.37,60.02,16.84,30.16,12.47,,13.07,,10.71
164,6.94,21.52,6.36,13.07,23.23,45.8,42.61,21.43,13.0,42.51,194.61,63.05,16.77,29.98,12.76,,13.15,,9.78
165,7.19,21.15,6.41,12.85,21.28,47.69,43.44,20.74,12.73,41.91,188.71,59.79,16.16,28.88,12.64,,12.97,,10.1
166,7.28,21.52,6.57,12.66,21.47,51.8,42.88,19.41,13.29,44.21,189.32,53.81,16.65,29.76,12.77,,13.45,,10.74
167,7.56,21.88,6.78,13.3,23.35,55.5,40.03,17.47,13.57,48.03,191.86,48.43,16.75,30.22,12.4,,13.87,,11.81
168,7.87,22.88,6.59,13.37,22.98,52.7,43.32,16.22,13.35,46.16,193.21,44.3,17.29,30.27,12.85,,13.44,,11.1
169,8.17,22.31,6.58,12.53,22.36,52.85,43.92,16.92,13.29,46.8,192.91,46.5,17.12,29.84,12.75,,13.39,,11.67
170,7.99,22.46,7.24,13.78,20.12,47.85,43.17,18.61,13.03,45.61,202.53,49.35,18.35,30.14,12.77,,13.48,,10.5
171,7.19,22.03,6.64,13.54,18.11,47.15,43.01,19.54,12.1,46.42,202.0,52.28,18.01,29.46,12.2,,12.83,,9.45
172,6.63,22.4,7.18,13.78,19.92,51.87,43.08,19.05,13.04,44.35,204.55,50.8,17.88,30.55,12.22,,13.76,,10.4
173,7.27,22.37,6.89,15.16,21.08,52.85,42.01,17.85,12.52,47.01,198.0,45.73,17.56,30.26,11.9,,13.13,,10.06
174,7.12,22.44,6.86,13.38,20.73,55.18,41.19,18.45,12.62,45.37,199.43,44.05,17.71,30.57,11.94,,13.06,,10.19
175,7.34,22.97,7.04,12.04,22.6,56.07,40.63,18.2,12.92,45.45,199.3,41.15,17.57,30.96,12.22,,13.36,,11.21
176,7.55,22.81,6.95,10.84,22.76,55.24,40.4,19.32,13.12,46.07,199.27,44.06,17.96,31.77,12.02,,13.53,,10.93
177,7.74,22.42,6.7,9.76,22.72,59.01,39.52,18.85,12.63,45.83,194.72,46.5,17.73,30.77,11.93,,13.07,,11.1
178,7.43,22.82,6.77,9.46,22.95,57.8,39.8,18.97,12.74,45.32,194.0,50.86,17.52,31.14,12.22,,13.19,,11.23
179,7.57,22.35,6.44,9.06,21.28,58.52,39.48,19.13,12.27,46.77,193.46,49.5,17.72,31.23,12.23,,13.02,,10.65
180,7.21,22.85,6.47,8.95,21.36,61.8,39.0,17.75,12.36,46.11,191.38,44.55,17.51,30.9,12.49,,12.99,,11.16
181,7.29,23.1,6.32,8.89,20.39,61.08,38.5,17.42,12.1,47.2,190.17,43.68,17.44,29.93,12.63,,12.55,,10.57
182,7.08,23.04,6.36,8.84,22.43,60.01,39.05,18.95,12.18,46.71,190.31,47.81,17.77,29.86,13.14,,12.65,,10.51
183,7.13,23.07,6.58,9.14,23.14,60.68,39.83,18.44,12.68,46.19,197.52,46.0,17.73,30.7,12.87,,13.15,,11.56
184,7.4,22.54,6.7,9.06,24.07,60.94,39.8,19.18,12.86,48.0,196.95,44.83,17.96,31.68,13.14,,13.54,,11.41
185,7.53,22.48,7.0,9.34,24.96,59.46,39.1,21.1,13.45,48.2,198.09,45.2,18.19,32.64,13.36,,14.23,,12.09
186,7.96,22.83,6.93,9.25,25.29,60.46,39.18,20.97,13.35,48.1,198.74,45.6,18.06,32.2,13.05,,14.24,,12.34
187,8.01,22.49,6.76,9.04,24.91,58.65,38.73,20.67,13.06,47.0,197.83,43.98,17.85,31.68,12.78,,14.69,,12.18
188,7.75,23.92,6.93,9.35,25.7,60.35,40.99,20.3,13.46,46.89,199.99,44.2,18.34,32.46,12.95,,14.9,,12.82
189,8.08,24.12,7.07,9.41,26.2,60.6,41.22,19.69,13.86,47.27,200.74,42.86,18.58,32.79,13.35,,14.98,,13.1
190,8.5,24.17,6.98,9.71,25.47,66.66,40.92,20.85,13.85,47.05,202.72,43.29,18.25,33.17,14.24,,14.66,,14.05
191,8.48,24.13,7.12,9.59,26.28,66.22,40.53,20.54,14.19,48.66,201.97,44.9,18.22,32.91,13.82,,14.52,,15.46
192,8.74,24.34,6.76,9.06,24.03,59.75,41.43,20.1,13.18,48.69,200.31,44.5,18.69,32.85,13.72,,14.25,,14.71
193,7.95,25.23,6.85,9.21,25.57,61.44,39.81,20.4,13.54,47.66,202.53,48.95,18.29,32.86,13.59,,15.63,,16.18
194,8.19,24.67,6.92,9.17,26.31,62.69,40.6,20.23,13.93,48.82,210.98,51.52,18.19,33.73,13.45,,15.61,,16.42
195,8.42,24.04,7.04,9.37,28.58,68.96,39.3,20.93,14.37,48.98,217.73,56.67,18.07,33.57,13.72,,15.22,,15.69
196,8.54,24.22,6.95,9.21,29.55,68.35,38.59,21.3,14.28,51.95,215.25,55.9,18.04,34.37,13.82,,15.19,,16.5
197,8.41,25.15,6.81,9.04,27.68,68.81,39.23,21.45,13.94,51.45,212.44,54.0,17.86,33.55,14.64,,14.72,,15.33
198,8.1,25.45,6.81,9.08,28.63,68.89,38.83,21.82,14.0,51.87,213.0,55.77,17.81,33.38,14.32,,14.8,,14.83
199,8.23,25.68,6.71,8.94,29.18,67.1,39.43,21.85,14.35,53.46,213.86,54.97,17.93,33.49,14.37,,14.62,,15.09
200,8.14,26.32,6.61,8.76,27.72,63.66,39.53,21.84,13.95,52.55,212.56,52.95,17.83,33.02,14.12,,14.72,,14.32
201,8.07,26.32,6.59,8.67,27.26,65.49,39.92,21.93,13.88,51.51,209.71,53.72,17.9,33.02,13.9,,14.77,,14.25
202,8.05,25.24,6.86,9.02,28.74,69.9,41.01,20.71,15.03,50.98,214.98,48.35,18.36,35.0,14.3,,15.48,,15.34
203,8.86,25.87,7.08,9.22,28.73,67.3,41.05,21.16,15.27,52.85,216.56,49.79,18.57,35.32,14.67,,15.43,,15.17
204,9.57,26.27,7.14,9.31,29.18,67.75,42.02,21.19,15.87,52.21,218.42,51.83,18.68,36.19,14.21,,15.88,,15.39
205,10.19,26.78,7.19,9.47,28.85,71.6,42.72,21.17,16.12,51.48,220.83,50.13,19.08,36.45,14.48,,15.77,,15.5
206,9.68,26.4,7.16,9.34,28.84,69.8,42.29,21.51,15.85,51.33,222.38,52.12,18.64,36.25,14.88,,16.22,,15.58
207,9.71,26.67,7.23,9.29,28.42,68.8,42.77,20.63,15.83,48.93,220.15,50.58,18.44,35.84,14.76,,16.08,,16.18
208,9.61,25.11,7.08,9.17,28.69,70.6,42.18,20.58,15.59,51.33,220.01,50.6,18.27,35.43,14.42,,16.96,,15.58
209,9.33,25.06,6.95,9.2,27.17,70.7,41.81,19.93,15.37,51.16,215.11,49.95,18.14,35.05,14.7,,15.95,,14.47
210,9.36,24.75,7.03,9.14,27.36,69.49,41.83,19.92,15.46,50.42,213.78,51.0,18.1,35.12,14.19,,15.84,,14.85
211,9.46,25.72,7.04,9.14,28.07,67.88,43.1,19.93,15.4,51.47,214.36,54.58,18.14,35.26,14.24,,15.82,,14.48
212,9.33,24.69,6.97,9.05,27.09,66.18,44.4,20.73,15.36,51.68,214.66,55.91,18.16,34.88,14.6,,15.24,,14.29
213,9.05,23.98,7.06,9.09,27.79,68.4,43.78,20.68,15.56,51.08,215.03,53.95,18.2,35.31,14.55,,15.41,,14.82
214,9.22,23.87,7.12,9.1,28.29,66.6,44.7,21.26,15.58,51.32,213.72,54.28,18.15,35.04,13.77,,15.57,,15.21
215,9.23,24.15,7.02,9.01,27.8,64.9,44.33,21.28,16.12,50.95,212.62,54.0,18.19,34.97,13.56,,15.14,,14.8
216,9.15,24.56,6.96,8.99,27.2,64.51,43.99,21.22,16.08,50.39,211.69,52.61,17.88,34.97,13.61,,15.1,,15.02
