,600755.SH,600309.SH,600031.SH,600886.SH,000768.SZ,002594.SZ,000651.SZ,600138.SH,600177.SH,600276.SH,600519.SH,002714.SZ,600036.SH,601318.SH,000002.SZ,601138.SH,600111.SH,300413.SZ,002093.SZ
1955,7.29,93.33,17.02,10.89,24.43,278.58,34.45,16.27,6.42,39.27,1887.0,49.4,39.66,52.35,18.78,9.43,26.68,31.89,8.01
1956,7.33,95.46,17.02,10.79,24.78,273.8,35.48,15.84,6.48,43.13,1912.9,50.0,40.47,52.09,18.7,9.5,27.01,32.05,7.93
1957,7.35,95.65,17.18,10.84,24.99,269.99,35.45,15.74,6.49,42.18,1908.0,49.43,40.68,51.5,18.74,9.52,27.17,31.6,7.74
1958,7.37,94.93,17.1,10.8,25.02,269.0,35.21,15.61,6.49,41.57,1893.0,48.55,40.38,51.55,18.48,9.53,27.11,33.21,7.93
1959,7.53,95.85,17.12,10.6,25.45,270.5,35.1,15.76,6.5,43.64,1880.21,47.99,40.65,51.81,18.55,9.53,27.4,32.9,7.9
1960,7.59,94.92,17.27,10.79,25.72,270.07,35.05,16.06,6.51,43.54,1860.01,48.1,41.05,52.1,18.58,9.53,28.71,32.08,8.01
1961,7.63,97.87,17.26,10.53,26.53,281.99,35.05,15.08,6.48,43.25,1888.0,48.15,42.03,51.48,18.09,9.64,29.13,31.09,8.2
1962,7.78,96.61,17.52,10.54,26.85,285.8,34.63,14.93,6.47,42.21,1845.76,49.94,41.21,50.98,18.29,9.51,29.03,30.48,8.01
1963,7.77,96.95,17.23,10.56,27.07,304.33,34.95,14.79,6.48,42.64,1844.97,50.5,40.54,51.35,18.19,9.58,30.8,31.2,8.15
1964,7.88,100.04,16.99,10.49,26.44,302.62,34.88,14.91,6.47,43.0,1836.11,50.51,40.03,50.83,18.18,9.55,30.39,33.32,8.05
1965,7.89,99.98,16.66,10.41,26.7,295.0,34.7,14.86,6.43,42.8,1818.0,50.12,39.3,49.6,17.97,9.36,29.55,34.45,7.95
1966,7.82,99.19,16.48,10.44,26.51,289.98,33.84,14.73,6.45,42.49,1795.0,50.3,38.35,48.16,17.28,9.33,29.38,34.75,7.76
1967,7.85,98.04,16.52,10.52,26.46,289.0,34.42,14.33,6.45,42.1,1797.0,49.65,38.41,48.7,17.56,9.27,29.12,34.97,8.54
1968,7.87,97.26,16.45,10.6,26.16,285.66,34.29,14.1,6.41,42.96,1784.0,49.26,38.49,48.5,17.5,9.26,28.65,34.04,8.41
1969,8.17,97.48,16.64,10.63,26.69,288.33,34.35,14.31,6.46,43.65,1818.0,49.41,38.49,49.32,17.67,9.45,28.99,33.99,8.42
1970,8.16,97.99,16.53,10.72,26.38,281.86,34.27,14.59,6.42,43.6,1810.0,49.07,38.16,49.3,17.67,9.78,28.56,34.55,8.55
1971,8.19,97.97,18.18,10.64,26.46,282.32,34.71,15.0,6.42,44.97,1856.35,49.19,37.72,49.25,17.66,9.66,28.8,35.03,8.66
1972,8.43,100.0,18.34,10.61,26.28,281.97,34.87,14.76,6.44,45.22,1843.79,49.62,38.0,49.9,17.71,9.7,29.22,34.32,8.44
1973,8.08,99.41,18.23,10.51,26.51,279.0,34.54,14.5,6.42,44.81,1841.0,48.59,37.17,48.88,17.34,10.05,28.71,34.3,8.55
1974,7.86,99.0,17.82,10.45,26.04,277.02,34.15,14.58,6.37,43.79,1861.82,48.07,37.27,49.2,17.33,9.89,27.91,34.94,8.1
1975,7.98,101.61,18.03,10.42,25.56,271.66,33.97,14.4,6.34,44.17,1820.78,47.93,36.71,48.8,17.09,9.71,28.04,33.66,7.81
1976,8.17,104.01,19.56,10.61,25.67,272.8,35.15,14.89,6.41,45.22,1875.0,48.76,38.49,49.95,17.56,9.91,28.53,34.7,7.97
1977,8.24,106.8,19.26,10.59,26.11,274.75,36.14,14.95,6.43,44.5,1867.0,49.41,38.69,50.01,17.63,9.88,29.79,33.37,8.08
1978,8.34,103.2,19.34,10.48,26.04,270.42,36.08,14.99,6.43,44.11,1836.0,50.9,38.16,49.18,17.43,9.75,29.43,32.9,7.99
1979,8.34,102.69,19.15,10.5,25.85,270.44,37.03,14.74,6.51,43.52,1818.0,50.39,38.27,48.98,17.47,9.7,29.56,32.92,7.91
1980,8.4,101.74,18.66,10.47,26.4,267.58,36.56,15.0,6.52,43.19,1788.0,49.79,37.46,48.2,17.22,9.62,29.33,32.65,7.94
1981,8.38,102.85,18.76,10.57,26.07,259.81,35.21,15.08,6.52,43.13,1810.41,49.31,37.16,47.8,17.18,9.52,28.81,32.28,7.94
1982,8.6,104.26,18.73,10.83,26.28,260.8,35.52,15.49,6.58,43.5,1813.74,49.54,37.31,48.2,17.14,9.6,29.05,33.52,8.1
1983,8.84,103.21,19.27,10.81,26.39,265.5,36.42,15.59,6.58,43.77,1838.53,50.18,38.25,49.99,17.22,9.96,29.35,34.8,8.39
1984,8.77,106.33,19.3,10.89,26.22,263.71,36.61,15.67,6.62,43.19,1828.0,49.93,38.25,50.2,16.73,10.34,28.09,35.87,9.23
1985,8.75,106.01,19.29,10.98,27.65,263.79,36.97,15.78,6.62,43.4,1818.04,49.76,38.25,50.28,16.81,11.37,28.07,35.9,9.17
1986,8.68,104.1,18.54,10.95,27.85,264.27,36.91,16.07,6.6,43.42,1807.14,49.59,37.0,48.58,16.45,11.06,27.51,35.21,9.62
1987,8.55,102.65,18.21,10.92,26.95,260.68,36.24,15.57,6.53,42.12,1788.3,48.43,36.56,47.91,16.13,10.51,26.93,34.9,9.03
1988,8.57,100.99,18.28,10.91,27.43,256.99,36.49,15.64,6.55,41.96,1770.42,48.04,36.0,47.23,16.09,10.57,27.15,35.62,9.1
1989,8.51,99.09,17.95,10.9,27.0,256.07,36.62,15.2,6.52,41.73,1770.02,47.87,35.58,46.64,16.12,11.15,27.05,36.1,8.88
1990,8.33,98.24,17.78,10.93,26.62,243.14,35.61,14.79,6.48,41.86,1750.0,46.96,35.03,46.0,15.83,10.85,26.57,35.11,8.68
1991,8.79,99.0,17.93,11.04,26.91,240.49,37.11,15.19,6.48,41.42,1762.0,47.92,35.05,46.5,15.84,11.61,26.71,36.1,8.83
1992,8.67,98.21,17.43,11.1,26.59,239.98,36.94,14.63,6.43,41.48,1766.0,50.4,34.58,45.46,15.75,11.76,26.12,35.33,8.73
1993,8.95,97.72,17.55,11.15,26.41,238.62,37.45,14.56,6.51,41.38,1750.92,50.4,34.88,45.95,15.86,12.07,26.13,34.76,8.88
1994,8.8,96.75,17.37,11.12,25.45,234.79,37.3,14.18,6.52,41.19,1751.99,48.53,34.65,45.23,15.75,12.35,25.53,35.2,8.72
1995,8.74,97.42,17.47,11.14,25.62,237.91,37.51,14.33,6.54,40.82,1742.0,47.96,34.36,46.2,15.9,13.59,25.9,36.71,8.86
1996,8.65,97.08,17.22,11.04,25.52,235.57,37.1,14.31,6.57,40.4,1729.6,47.26,34.12,45.58,15.72,14.88,26.08,37.86,8.65
1997,8.58,98.02,17.3,10.98,26.78,239.51,37.62,14.87,6.58,41.6,1775.0,47.55,34.23,46.01,15.74,14.6,26.5,37.0,8.69
1998,8.81,97.85,17.44,10.92,26.36,243.2,37.21,14.72,6.58,42.63,1773.35,47.51,34.54,46.5,15.9,16.06,26.45,36.8,8.91
1999,8.82,97.11,17.38,10.89,26.53,245.49,37.14,14.7,6.58,42.67,1774.86,47.47,35.2,46.88,15.86,16.99,26.42,36.68,9.01
2000,8.68,95.6,16.94,10.89,26.4,246.02,36.86,14.55,6.56,41.7,1778.62,47.49,34.43,46.2,15.81,17.66,26.14,38.09,9.08
2001,8.52,94.88,16.81,10.87,25.93,243.65,36.38,14.54,6.52,43.28,1767.79,48.49,34.21,45.99,15.47,17.63,26.38,40.18,8.88
2002,8.52,95.85,16.77,10.83,25.83,245.01,36.4,14.66,6.53,43.0,1781.8,48.44,34.4,45.88,15.35,16.45,25.9,39.21,8.73
2003,8.6,94.98,17.11,10.74,25.45,247.7,36.15,14.86,6.48,43.16,1790.0,47.67,34.12,45.42,15.39,16.16,25.84,37.2,8.69
2004,8.56,96.43,17.21,10.91,25.63,257.2,37.23,15.3,6.53,43.01,1800.0,48.12,34.35,45.48,15.6,16.88,25.9,36.69,8.45
2005,8.62,95.88,17.09,10.81,25.73,256.02,36.75,15.22,6.52,42.82,1820.0,49.0,34.27,45.6,15.24,17.22,26.09,37.24,8.5
2006,8.74,95.82,17.69,10.77,26.2,255.92,37.26,15.61,6.53,42.56,1802.07,49.88,34.37,45.68,15.41,17.76,26.53,41.8,8.78
2007,8.81,94.98,17.7,10.86,26.01,250.92,37.03,15.68,6.57,43.15,1814.59,50.66,34.28,45.57,15.15,17.41,26.35,40.69,9.02
2008,8.53,94.01,17.61,10.85,26.85,250.0,36.75,15.7,6.53,42.78,1796.96,50.18,33.8,45.08,15.04,19.0,27.0,39.48,8.72
2009,8.43,94.96,17.4,10.81,26.6,249.28,37.29,15.9,6.52,45.15,1790.99,49.43,34.14,45.63,15.82,18.37,26.79,38.5,8.87
2010,8.42,93.6,17.03,11.2,26.52,251.0,37.75,15.83,6.52,46.27,1771.7,49.38,34.24,46.06,15.7,17.47,26.5,38.28,8.46
2011,8.54,93.26,17.52,11.22,26.32,249.83,39.4,15.82,6.53,46.01,1745.5,49.1,33.73,45.66,16.04,17.35,26.95,39.24,8.56
2012,8.71,92.12,17.39,11.16,26.3,243.4,39.4,15.54,6.58,45.63,1694.1,48.64,33.74,45.6,16.05,18.42,26.93,40.15,8.74
2013,8.78,91.92,17.07,11.18,25.87,242.82,38.52,16.28,6.57,47.35,1723.0,48.45,34.01,45.12,15.85,17.66,26.84,39.6,8.49
2014,8.83,91.98,16.99,11.25,25.98,246.06,38.4,15.38,6.56,47.72,1713.42,48.26,34.39,45.49,15.81,18.07,26.94,38.38,8.52
2015,9.38,97.27,17.32,11.35,26.51,249.44,40.26,15.7,6.63,49.29,1753.0,48.68,35.2,47.48,15.93,17.93,27.35,34.87,8.18
2016,8.9,98.13,17.29,11.34,26.38,249.0,40.58,15.29,6.64,48.93,1758.0,48.48,35.68,48.62,15.9,19.19,27.09,34.32,8.2
2017,8.93,96.41,17.01,11.29,25.86,250.85,40.02,15.6,6.64,48.66,1759.0,48.26,35.5,48.4,15.48,17.27,26.5,34.1,8.12
2018,8.96,94.6,16.9,11.31,25.49,245.02,41.81,14.98,6.63,47.8,1741.88,48.2,34.99,48.79,15.43,19.0,26.12,34.3,8.32
2019,9.39,92.48,16.6,11.24,25.54,243.0,41.02,14.29,6.78,47.32,1725.47,47.77,34.5,46.74,15.3,18.79,25.48,32.64,8.09
2020,9.09,90.74,16.0,11.3,24.76,253.49,41.29,13.86,6.68,48.35,1705.0,47.32,33.6,46.4,14.9,18.33,25.19,34.87,8.03
2021,8.92,94.25,16.17,11.41,24.41,244.3,40.84,13.59,6.7,47.98,1730.38,47.74,34.03,46.09,14.88,18.5,24.84,33.81,7.71
2022,9.15,91.73,16.03,11.5,24.55,251.0,40.0,13.84,6.68,48.2,1743.91,47.5,33.82,45.79,14.8,16.65,25.08,34.11,7.65
2023,8.99,93.5,16.22,11.8,25.39,258.92,39.8,13.73,6.84,48.2,1757.92,47.67,32.63,50.37,14.92,16.1,24.94,34.46,7.47
2024,9.11,92.18,16.49,11.79,25.9,255.86,39.34,14.18,6.86,48.65,1760.52,47.87,33.6,51.8,15.14,16.12,25.16,35.88,7.77
2025,9.3,90.05,16.33,12.45,25.5,252.52,35.42,13.48,6.91,49.27,1749.9,47.09,34.13,53.7,14.95,15.38,24.75,37.33,7.82
2026,9.27,90.11,16.24,12.57,25.3,250.07,35.15,13.44,6.96,47.47,1750.0,47.15,34.69,53.83,15.54,14.77,24.12,35.64,7.91
2027,9.61,89.41,16.34,12.71,26.23,254.03,34.61,13.32,7.03,46.51,1720.52,46.6,35.6,54.92,15.58,14.68,24.33,34.06,8.01
2028,9.51,89.75,16.2,12.54,25.94,250.11,34.67,13.39,6.96,45.93,1722.0,46.91,34.99,53.48,15.47,14.7,24.99,33.1,7.69
2029,9.11,89.89,16.23,12.45,25.63,259.79,34.59,13.45,6.88,46.35,1725.0,46.5,34.4,52.31,15.3,14.6,24.82,32.92,7.74
2030,9.17,89.0,16.09,12.8,25.22,263.75,34.01,13.49,7.01,46.43,1717.07,46.85,34.45,52.35,15.3,14.46,24.87,34.82,7.97
2031,9.08,87.75,15.71,12.86,24.82,260.1,34.27,13.12,7.01,45.51,1706.4,46.71,34.04,51.27,15.06,14.36,24.42,33.12,7.72
2032,8.98,88.55,16.12,12.74,25.4,264.9,34.47,13.26,7.02,47.44,1716.3,46.19,34.7,53.71,15.06,15.12,25.03,31.17,7.7
2033,8.88,88.58,16.02,12.76,25.12,265.13,33.86,12.96,7.02,49.13,1703.29,46.05,34.82,53.2,14.91,14.78,24.93,30.09,7.44
2034,8.96,87.49,16.2,12.77,25.96,261.0,34.02,12.94,7.0,48.5,1701.0,45.79,34.5,51.91,14.78,15.55,24.94,30.15,7.48
2035,8.57,87.11,16.06,12.71,25.71,259.08,34.34,12.92,7.02,48.02,1691.0,42.99,34.45,51.82,14.62,16.35,24.72,30.1,7.7
2036,8.49,87.0,15.84,12.53,25.74,259.18,34.82,12.84,6.93,49.13,1699.5,42.73,33.95,51.04,14.54,16.16,24.43,29.52,7.64
2037,8.61,88.9,16.09,12.77,25.73,265.1,35.2,13.02,6.92,48.7,1746.0,43.04,34.2,51.42,14.67,15.41,24.48,29.29,7.66
2038,8.69,87.8,15.88,12.68,25.3,262.93,35.05,12.79,6.83,49.1,1724.55,42.99,33.6,49.9,14.52,15.23,24.42,29.28,7.5
2039,8.78,87.71,15.54,12.54,24.96,261.91,34.49,12.45,6.78,47.96,1710.9,43.18,32.93,48.47,14.11,14.82,24.2,28.84,7.49
2040,8.7,86.72,15.29,12.65,25.06,255.6,34.34,12.45,6.76,48.06,1701.0,42.84,32.42,48.4,14.19,16.3,24.11,28.55,7.44
2041,8.86,86.27,15.19,12.79,25.16,246.99,34.4,12.48,6.84,48.4,1690.56,42.82,32.74,48.44,14.21,16.79,23.9,28.88,7.6
2042,9.0,83.71,15.13,13.07,25.22,244.93,34.03,12.47,6.86,48.3,1689.0,41.74,32.69,48.04,14.03,17.9,23.68,28.23,7.74
2043,9.07,83.08,15.05,12.9,24.78,252.2,33.61,12.74,6.87,48.29,1668.29,41.8,32.64,47.99,14.36,18.03,23.61,29.0,7.86
2044,9.26,82.26,14.68,13.19,24.87,253.66,32.98,12.96,6.87,45.55,1628.9,40.05,32.3,47.0,14.24,18.05,23.86,29.26,8.65
2045,9.31,82.2,14.93,12.46,24.72,255.45,32.53,12.94,6.91,45.93,1635.92,40.36,32.06,47.45,14.0,17.92,23.97,29.88,8.53
2046,9.17,84.44,15.27,12.56,24.77,259.06,34.09,13.05,6.92,46.03,1670.6,40.76,33.07,49.1,14.52,17.83,24.28,30.06,8.2
2047,9.15,84.5,15.14,12.49,24.52,258.32,34.17,13.32,6.93,46.5,1665.0,40.38,33.04,48.51,14.36,18.93,24.08,31.95,8.33
2048,9.05,85.76,15.08,12.4,24.13,260.88,34.09,12.92,6.92,46.31,1666.99,40.24,33.07,48.76,14.46,18.22,23.5,31.51,8.09
2049,9.06,84.8,14.98,12.32,23.62,256.55,34.47,13.29,6.95,45.5,1650.9,39.97,33.3,49.01,14.62,18.03,23.42,31.87,8.31
2050,9.05,86.97,15.69,12.42,23.5,255.0,35.49,13.32,7.02,45.59,1668.0,40.71,34.08,49.67,14.89,17.85,23.37,31.11,8.29
2051,9.03,87.35,15.49,12.76,23.72,258.0,35.2,13.28,7.03,45.79,1666.0,40.79,33.74,49.48,14.67,19.64,23.9,31.85,8.44
2052,8.98,88.65,15.71,12.46,23.4,260.51,36.08,13.28,6.88,44.7,1696.0,40.79,33.73,49.57,14.57,21.35,23.83,34.3,8.35
2053,8.76,89.62,15.68,12.42,23.33,261.22,36.07,13.24,6.87,45.0,1699.0,40.76,33.73,49.63,14.62,22.02,23.75,38.06,8.38
2054,8.87,90.46,16.24,12.32,23.0,263.0,36.62,13.29,6.39,46.0,1726.88,40.67,33.39,48.05,14.4,22.79,23.81,38.36,8.4
2055,8.81,91.6,16.92,12.42,23.46,271.88,37.04,13.37,6.52,46.93,1755.0,41.25,33.72,48.42,14.72,22.64,24.25,38.77,8.31
2056,8.78,91.29,17.05,12.02,23.76,271.08,37.1,13.4,6.48,47.5,1797.69,42.43,33.93,48.6,14.54,24.06,24.27,38.44,8.44
2057,8.72,91.9,16.85,12.32,23.76,269.21,36.04,13.23,6.36,46.88,1744.0,42.43,33.58,47.5,14.19,26.46,24.02,40.31,8.57
2058,8.63,90.71,16.83,12.4,24.08,268.25,36.37,12.96,6.33,46.78,1743.46,42.55,33.19,46.89,14.01,26.03,23.97,40.2,8.43
2059,8.51,89.74,16.58,12.43,23.86,267.78,36.16,12.77,6.32,46.4,1735.83,42.15,33.17,46.64,13.94,24.5,23.56,37.49,8.15
2060,8.47,88.83,16.35,12.58,23.97,262.89,35.97,12.39,6.25,46.36,1709.0,42.33,32.61,45.93,13.75,23.09,23.54,36.05,7.79
2061,8.6,89.4,16.56,12.59,24.18,260.05,36.88,12.92,6.3,45.95,1711.05,42.36,32.82,46.3,14.33,23.01,23.77,36.25,8.02
2062,8.02,88.75,16.53,12.88,24.84,260.25,37.3,12.72,6.34,46.2,1728.38,42.15,33.05,46.54,14.22,22.98,23.68,34.9,7.94
2063,7.76,87.9,16.41,12.8,25.72,255.7,36.79,12.38,6.26,47.05,1713.71,42.0,32.68,46.3,14.01,23.8,24.07,34.65,8.41
2064,7.74,87.84,16.63,12.65,26.75,258.27,36.51,12.51,6.31,47.9,1691.0,42.15,32.76,46.4,14.02,25.2,23.98,34.21,8.44
2065,7.77,87.58,16.6,12.68,26.83,267.48,37.4,13.23,6.43,47.36,1724.1,42.09,33.72,48.18,14.15,24.37,24.14,33.86,8.35
2066,7.55,87.4,16.65,12.38,26.64,271.5,36.88,13.25,6.38,48.85,1730.6,42.28,33.51,47.95,14.02,24.58,24.32,33.79,8.38
2067,7.41,86.33,16.68,12.37,26.25,267.0,36.95,13.04,6.42,49.19,1715.38,41.09,33.03,47.35,13.97,23.86,26.49,33.36,8.21
2068,7.39,85.92,16.52,12.35,25.96,268.1,36.69,12.84,6.38,48.11,1702.98,41.18,32.58,47.3,13.97,23.88,25.26,33.67,8.26
2069,7.46,85.41,16.54,12.29,26.11,264.4,36.48,12.89,6.4,48.39,1690.03,41.68,32.31,47.21,13.87,23.66,25.2,33.31,8.09
2070,7.41,87.3,16.63,12.44,26.19,263.55,36.67,13.16,6.44,47.61,1700.9,42.0,32.45,46.61,13.91,23.8,24.95,33.69,8.15
2071,7.43,89.5,16.71,12.62,26.28,269.33,37.09,13.14,6.43,48.24,1710.0,42.04,32.71,47.2,13.86,24.24,25.08,33.1,8.05
2072,7.26,90.85,16.61,12.55,25.97,265.61,37.22,13.0,6.42,47.77,1713.8,42.24,33.2,47.29,13.68,22.53,24.95,32.66,7.82
2073,7.34,91.65,16.69,12.54,25.85,267.83,37.22,12.99,6.5,48.01,1738.4,41.86,31.85,48.62,13.8,24.78,25.06,35.1,7.92
2074,7.36,91.13,17.17,12.52,25.85,264.41,36.74,12.79,6.52,47.52,1753.0,41.59,31.93,48.64,13.78,27.26,24.77,34.77,8.0
2075,7.33,90.47,17.16,12.69,25.92,264.49,36.88,12.85,6.53,47.2,1729.97,42.9,31.65,48.05,13.71,26.11,23.87,33.61,7.91
2076,7.36,91.0,17.28,12.58,26.1,265.48,37.24,12.8,6.55,47.2,1722.8,42.54,31.46,47.6,13.7,25.53,24.02,33.4,7.79
2077,7.43,91.15,17.37,12.58,26.0,264.83,37.51,12.78,6.56,46.69,1723.0,42.45,31.58,47.77,13.9,25.09,23.99,34.17,7.8
2078,7.45,92.25,17.26,12.5,25.54,264.95,37.25,12.73,6.58,45.96,1724.0,42.41,31.69,47.42,13.88,23.25,23.92,33.05,7.69
2079,7.45,91.61,17.42,12.6,25.45,264.32,37.03,12.79,6.64,45.93,1771.3,43.02,31.8,46.97,13.98,23.04,23.81,32.65,7.72
2080,7.4,92.0,17.13,12.7,25.6,257.5,36.62,12.73,6.67,47.29,1771.15,42.74,31.45,46.62,13.8,23.66,23.64,33.14,7.71
2081,7.58,94.88,17.68,12.4,25.76,264.59,38.7,13.1,6.73,47.76,1828.55,42.7,33.27,49.55,14.92,24.0,24.12,34.48,7.86
2082,7.64,95.0,17.31,12.51,25.63,262.09,38.86,13.04,6.82,48.08,1828.55,43.03,33.35,49.46,14.87,23.25,24.09,34.78,7.7
2083,7.65,94.66,17.07,12.43,25.59,261.63,38.19,13.18,6.87,48.11,1838.03,43.5,33.66,49.88,14.73,22.68,23.92,33.54,7.7
2084,7.77,95.71,17.56,12.54,25.59,267.0,38.8,13.37,7.02,49.05,1897.0,43.54,35.1,51.93,15.23,22.26,24.25,33.63,7.72
2085,7.93,97.76,17.75,12.72,25.75,272.0,38.76,13.62,7.14,44.58,1880.58,44.45,35.56,52.6,15.25,22.33,24.68,34.36,7.78
2086,7.87,97.6,17.27,13.09,25.54,268.5,38.45,13.46,7.1,43.38,1889.0,43.88,34.99,51.74,15.09,22.67,24.75,33.92,7.73
2087,7.85,97.05,17.41,13.02,25.14,268.0,38.29,13.28,7.06,42.28,1880.0,43.03,34.03,51.41,15.06,22.32,24.61,32.4,7.66
2088,7.87,96.65,17.56,13.17,25.32,268.23,38.22,13.36,7.13,42.27,1878.47,43.26,34.68,52.41,15.35,22.5,24.66,32.52,7.68
2089,8.0,96.54,17.5,12.93,25.32,268.3,38.44,13.25,7.11,41.07,1893.47,43.31,34.88,51.9,15.24,23.77,24.65,34.5,7.84
2090,7.85,96.94,17.39,13.05,25.26,266.99,38.05,13.29,7.03,39.13,1887.93,43.54,34.5,51.7,14.73,24.98,25.0,34.89,7.85
2091,7.77,97.04,17.04,13.1,25.12,263.3,37.9,13.38,7.06,40.14,1890.0,42.85,34.15,51.26,14.58,24.18,24.92,34.32,7.85
2092,7.74,96.96,16.48,12.93,25.17,262.9,36.96,13.19,7.03,40.21,1890.28,42.69,34.02,51.26,14.7,22.25,24.92,33.58,7.84
2093,7.78,96.75,16.5,13.08,25.06,262.7,36.55,13.49,7.03,39.9,1875.0,43.31,34.14,51.36,14.75,21.5,24.8,33.48,7.77
2094,7.68,95.0,15.9,12.86,24.64,259.25,35.91,13.39,6.96,39.2,1834.0,42.16,33.15,49.37,14.6,21.5,24.26,32.91,7.59
2095,7.61,94.39,15.86,12.92,24.81,245.82,35.82,13.67,6.91,40.62,1803.0,41.93,32.46,48.53,14.4,21.4,24.07,33.27,7.69
2096,7.64,94.63,15.78,13.12,24.5,244.54,35.74,13.26,6.98,40.5,1812.98,41.76,32.36,48.68,14.29,21.39,23.9,32.25,7.59
2097,7.64,93.73,15.8,13.12,24.27,244.2,35.82,13.04,6.97,41.01,1820.0,41.22,31.97,48.35,14.54,20.89,23.52,30.61,7.3
2098,7.7,93.17,16.08,12.97,25.32,246.01,36.02,13.12,6.99,40.57,1828.05,41.57,31.79,47.91,14.53,20.91,23.73,31.11,7.43
2099,7.62,91.8,15.75,13.04,24.98,240.29,35.48,12.68,6.97,39.95,1802.59,41.01,31.88,47.52,14.31,20.1,23.39,29.22,7.19
2100,7.58,91.49,15.59,12.93,24.42,234.41,34.61,12.42,6.92,38.8,1791.0,40.08,31.13,46.67,13.98,20.41,23.04,28.92,7.16
2101,7.55,93.04,15.68,13.0,24.72,234.54,34.5,12.28,6.92,39.15,1788.0,40.08,31.32,47.0,14.02,22.45,22.74,29.32,7.4
2102,7.5,91.46,15.25,12.97,24.1,230.09,34.23,12.07,6.88,38.7,1774.0,39.77,30.85,46.46,13.82,21.34,21.97,28.75,7.22
2103,7.49,92.88,15.12,12.83,24.07,234.9,34.77,12.11,6.81,40.44,1816.3,40.18,31.06,46.5,13.71,22.43,22.04,29.2,7.24
2104,7.42,92.8,15.17,12.98,23.93,232.6,34.65,11.99,6.89,40.72,1824.98,40.79,31.56,47.01,13.44,20.32,21.53,28.66,6.88
2105,7.57,93.3,15.57,12.78,24.2,235.53,34.53,12.17,6.9,41.92,1834.97,40.87,32.26,48.11,14.05,20.68,22.02,28.78,6.96
2106,7.64,93.43,15.53,12.61,23.96,246.71,34.79,12.44,6.97,42.25,1851.33,41.14,32.04,48.56,14.2,21.59,22.43,29.53,7.18
2107,7.43,93.65,15.47,12.55,23.8,249.8,35.12,12.45,6.91,42.15,1856.0,40.75,31.66,48.25,14.2,21.8,22.33,29.94,7.3
2108,7.32,93.75,15.49,12.71,23.38,249.4,35.79,12.39,6.95,41.78,1847.0,40.58,31.55,48.79,13.64,21.91,22.08,29.54,7.29
2109,7.32,96.58,15.95,12.49,23.52,249.12,36.69,12.64,7.0,41.53,1851.05,40.88,32.27,50.1,14.05,21.25,22.36,29.47,7.22
2110,7.64,97.76,17.07,12.41,23.71,252.45,37.21,12.85,7.11,41.2,1866.0,40.95,33.53,51.45,14.04,20.99,22.98,29.7,7.37
2111,7.56,97.15,16.99,12.55,23.31,249.03,36.96,12.78,7.05,41.21,1858.7,40.77,33.11,50.2,13.88,20.31,22.97,29.36,7.27
2112,7.52,96.53,16.78,12.3,24.13,250.45,36.73,12.67,7.11,40.73,1861.0,40.67,33.36,51.03,14.17,20.22,22.87,28.88,7.41
2113,7.56,96.11,16.75,12.25,23.66,248.4,36.59,12.55,7.07,40.29,1838.0,40.26,33.14,50.22,14.0,19.2,22.45,28.22,7.82
2114,7.54,94.55,16.56,12.35,24.12,244.05,36.06,12.62,7.09,40.58,1818.5,40.1,33.17,50.12,13.91,19.08,22.17,28.0,7.66
2115,7.65,94.63,16.7,12.34,23.72,247.01,36.22,12.78,7.1,43.0,1822.17,40.64,32.91,50.36,13.7,19.46,22.41,29.0,7.57
2116,7.61,94.31,16.62,12.31,23.75,251.99,36.55,12.63,7.1,42.91,1819.96,41.14,32.88,49.95,13.65,19.28,22.38,28.48,7.44
2117,7.75,94.36,16.5,12.35,23.57,251.55,36.27,12.51,7.09,42.2,1819.91,40.97,32.75,49.5,13.62,18.86,22.23,27.93,7.47
2118,7.51,94.01,16.54,12.71,23.75,243.63,36.28,12.39,7.17,42.59,1818.69,40.74,33.07,49.19,13.51,18.59,22.17,27.82,7.69
2119,7.48,92.84,16.38,12.22,24.05,244.29,35.96,12.53,7.13,43.6,1781.99,40.48,32.96,49.2,13.42,18.13,22.12,27.65,7.5
2120,7.47,93.1,16.32,12.14,23.55,247.38,36.15,12.85,7.2,44.36,1829.2,40.52,33.02,49.3,13.31,18.3,22.46,27.67,7.33
2121,7.47,92.8,16.3,12.18,23.35,247.17,36.1,12.66,7.19,44.63,1826.94,40.44,32.96,49.28,13.3,18.48,22.17,27.0,7.16
2122,7.47,91.72,16.05,12.12,22.88,244.0,36.6,12.27,7.2,44.35,1824.0,40.42,32.73,48.89,13.29,18.4,21.84,26.81,7.14
2123,7.51,91.12,16.01,11.99,22.82,239.68,36.14,12.02,7.14,43.89,1798.39,39.5,32.37,48.49,13.26,18.31,21.61,26.48,7.15
2124,7.64,93.19,16.38,11.97,22.93,245.05,36.71,12.17,7.19,44.06,1849.0,39.81,33.34,50.33,13.39,19.94,22.06,27.39,7.28
2125,7.74,91.43,16.1,11.99,22.39,245.8,36.65,12.02,7.15,44.85,1832.38,39.81,33.0,49.06,13.14,19.29,21.77,26.92,7.21
2126,7.85,91.12,16.16,12.01,22.41,238.5,36.55,12.03,7.13,44.7,1816.0,39.72,32.8,48.56,13.07,19.73,21.64,27.79,7.45
2127,7.89,89.21,16.02,11.9,22.41,237.83,36.5,12.05,7.08,45.31,1814.0,39.7,32.82,48.66,13.05,19.8,21.79,28.27,7.4
