,Date,Close,Open,closeopen
0,2014-09-19,89.16686248779297,88.03672312531783,1.1301393624751341
3,2014-09-24,86.01387023925781,84.01951231870663,1.994357920551181
4,2014-09-25,84.44688415527344,86.50772072481443,-2.060836569540996
5,2014-09-26,85.90941619873047,85.21614284680521,0.6932733519252565
6,2014-09-29,84.2854232788086,85.11166045908344,-0.8262371802748447
7,2014-09-30,84.38040161132812,84.52285731434833,-0.14245570302020383
8,2014-10-01,81.76874542236328,84.23795119584354,-2.4692057734802546
9,2014-10-02,82.68045043945312,81.9301904650094,0.7502599744437219
10,2014-10-03,83.66812896728516,83.66812896728516,0.0
11,2014-10-06,83.86756134033203,84.66530889100619,-0.7977475506741598
12,2014-10-07,83.25975799560547,83.52567143338607,-0.26591343778059695
13,2014-10-08,83.85807037353516,83.5731589787775,0.2849113947576569
14,2014-10-09,84.32341766357422,84.05750422998383,0.26591343359038433
15,2014-10-10,81.55980682373047,83.81058666030351,-2.250779836573045
16,2014-10-13,80.83805084228516,82.48101933461588,-1.6429684923307235
17,2014-10-14,80.67658233642578,81.49332056530031,-0.8167382288745273
18,2014-10-15,81.29389190673828,79.81237000062006,1.4815219061182177
19,2014-10-16,84.38040161132812,80.70508649787573,3.675315113452399
20,2014-10-17,83.4876937866211,85.85243238882562,-2.3647386022045254
21,2014-10-20,83.82007598876953,83.57315327985727,0.24692270891226542
22,2014-10-21,86.32727813720703,84.61782421544137,1.7094539217656575
23,2014-10-22,87.02054595947266,87.6093594389135,-0.5888134794408444
24,2014-10-23,89.69869232177734,88.24566009106111,1.4530322307162322
25,2014-10-24,90.94279479980467,90.28750293430429,0.6552918655003879
26,2014-10-27,92.87068176269533,92.12042178794027,0.7502599747550533
27,2014-10-28,94.66560363769533,94.81755107921032,-0.1519474415149915
28,2014-10-29,93.36451721191406,94.85553813725537,-1.491020925341303
29,2014-10-30,93.76338958740234,93.52596583980956,0.23742374759278562
30,2014-10-31,93.63992309570312,95.06446555835257,-1.4245424626494412
31,2014-11-03,96.678955078125,94.65610006625512,2.022855011869879
32,2014-11-04,100.7341537475586,95.37312837390762,5.361025373650975
33,2014-11-05,103.20335388183594,103.02291675889356,0.18043712294237935
34,2014-11-06,105.9574737548828,103.80166923405034,2.1558045208324614
35,2014-11-07,108.79705810546876,107.24905784646764,1.5480002590011281
36,2014-11-10,113.15615844726562,111.37072724561382,1.7854312016518037
37,2014-11-11,108.77806091308594,111.3517333692489,-2.573672456162967
38,2014-11-12,112.25394439697266,109.26241098888302,2.991533408089637
39,2014-11-13,109.06297302246094,113.29861920345964,-4.2356461809987
40,2014-11-14,109.30989837646484,109.27190970514228,0.03798867132256589
41,2014-11-17,108.5026626586914,109.63280212007363,-1.1301394613822282
42,2014-11-18,105.23570251464844,108.57863303200644,-3.342930517357999
43,2014-11-19,103.34580993652344,104.3050039183198,-0.9591939817963606
44,2014-11-20,104.29550170898438,102.3866127833166,1.9088889256677817
45,2014-11-21,105.15972900390624,107.51496851201128,-2.3552395081050435
46,2014-11-24,108.1892547607422,106.36584206429774,1.8234126964444641
47,2014-11-25,107.76190185546876,109.15795478195736,-1.3960529264885935
48,2014-11-26,107.00214385986328,107.62894609602884,-0.6268022361655596
49,2014-11-28,106.0239486694336,107.44849116203142,-1.4245424925978227
50,2014-12-01,100.65817260742188,104.485442358437,-3.8272697510151232
51,2014-12-02,104.36199188232422,101.94976550686089,2.4122263754633337
52,2014-12-03,105.07425689697266,104.846332119934,0.22792477703865188
53,2014-12-04,103.6781997680664,104.56141639389396,-0.8832166258275578
54,2014-12-05,102.47209167480467,104.08657027224363,-1.6144785974389606
55,2014-12-08,99.78445434570312,100.63918130326444,-0.8547269575613115
56,2014-12-09,102.07322692871094,97.12530935339606,4.947917575314875
57,2014-12-10,98.6543197631836,101.70284002206022,-3.0485202588766214
58,2014-12-11,99.68949127197266,99.18615405116246,0.5033372208101952
59,2014-12-12,99.82244110107422,99.43306267680936,0.38937842426486213
60,2014-12-15,99.43306732177734,101.03805425041485,-1.6049869286375014
61,2014-12-16,100.4492416381836,98.53086083693964,1.9183808012439556
62,2014-12-17,103.5357437133789,101.72183006610388,1.8139136472750295
63,2014-12-18,103.7541732788086,105.01726930114616,-1.2630960223375638
64,2014-12-19,105.08375549316406,104.39997391894104,0.6837815742230191
65,2014-12-22,103.29832458496094,105.0647579094633,-1.7664333245023585
66,2014-12-23,100.2118148803711,102.85197311062949,-2.6401582302583932
67,2014-12-24,100.62018585205078,100.3637713811939,0.25641447085688185
68,2014-12-26,100.62018585205078,100.65817452284404,-0.03798867079325419
69,2014-12-29,100.648681640625,100.62018470365672,0.02849693696828126
70,2014-12-30,100.43025207519533,100.32578503948815,0.10446703570717375
71,2014-12-31,98.71129608154295,101.10452418348044,-2.3932281019374813
72,2015-01-02,98.38839721679688,98.9962014165524,-0.6078041997555204
