trddy,mkt_rf,smb,hml,umd,rmw,cma,rf,smb_equal,hml_equal,umd_equal,rmw_equal,cma_equal
2002-05-30,-0.000655055,-0.001565365,-0.000762276,-0.002094072,-0.000087965,0.0020502592,0.000054,-0.00211297,-0.001454782,-0.00168898,0.0016303438,0.0006353752
2002-05-31,-0.00590847,-0.001136967,-0.001836697,0.0045581541,0.0035775194,-0.002551242,0.000054,-0.001225099,0.000314744,0.004668453,0.0032359907,-0.002377199
2002-06-03,-0.023437381,-0.005292913,-0.001003734,0.0095002944,0.0062454675,-0.004730654,0.000054,-0.004627291,-0.000376622,0.0084520941,0.0058036748,-0.005637334
2002-06-04,0.0044742924,-0.000192901,0.0004584577,-0.00037436,0.0014248955,-0.001675237,0.000054,-0.000380763,0.0016051421,0.0005161171,0.0001567969,-0.001418231
2002-06-05,-0.023330102,-0.009281905,-0.005632893,0.0126136479,0.0138392034,-0.010389043,0.000054,-0.006678853,-0.004185996,0.0111780542,0.0114991228,-0.009605429
2002-06-06,0.0443333154,0.0061811773,0.0069424349,-0.016739173,-0.009368506,0.0071962835,0.000054,0.0037428054,0.0054699042,-0.013539627,-0.00695944,0.0044204413
2002-06-07,0.0081843566,0.0018640786,0.003117972,-0.010138116,-0.002464757,0.0017525504,0.000054,0.0002125434,0.0029378321,-0.010891665,-0.00122177,0.0018432653
2002-06-10,-0.008935122,-0.000269228,0.0023072372,0.0053036961,-0.000311565,0.0033114989,0.000054,-0.000105014,0.0023250174,0.0036657365,-0.000725661,0.0017326899
2002-06-11,0.009353537,0.0015094677,-0.000356776,-0.007463311,-0.001326099,0.0016851267,0.000054,0.0015232041,-0.000738086,-0.005933811,-0.001348081,0.0027011731
2002-06-12,-0.005459562,-0.000048143,0.0004143793,0.0009503197,0.0010056748,-0.00116037,0.000054,0.0004136179,0.0004068698,0.0008351353,0.0002049843,-0.000910714
2002-06-13,-0.009435451,-0.002426493,-0.002658341,0.0039368883,0.0044685909,-0.002685521,0.000054,-0.001822601,-0.001987303,0.0037707394,0.0028147848,-0.001386424
2002-06-14,-0.012606992,-0.001762559,0.0028317236,0.012769026,0.0039839586,-0.001202398,0.000054,-0.000229707,0.0030867936,0.0115963643,0.0028880707,-0.000848421
2002-06-17,0.0019505613,-0.000528252,-0.000774425,-0.002276045,-0.002033011,0.0020771176,0.000054,-0.000963302,-0.001149618,-0.00288211,-0.001059317,0.000934771
2002-06-18,0.0225157408,0.0039390868,0.0040853717,-0.00921392,-0.003897759,0.0041188435,0.000054,0.0019501976,0.0041412835,-0.007914999,-0.002196944,0.0028307209
2002-06-19,-0.01086975,-0.001376085,0.0002131995,0.003345082,0.0029426445,-0.001074432,0.000054,-0.001196512,0.0003898627,0.0030557655,0.0023148938,-0.00110235
2002-06-20,0.0072824274,0.0008057266,0.0028740767,-0.004072953,-0.003093691,0.0023330916,0.000054,0.0002000121,0.0023300377,-0.003834397,-0.001845117,0.0013436504
2002-06-21,0.0362628755,0.0054005636,0.0068963861,-0.010142832,-0.009010141,0.0065141031,0.000054,0.0036592752,0.0059756293,-0.008468564,-0.006028686,0.0049390382
2002-06-24,0.093894822,-0.0001384,0.0104129321,-0.003364447,0.0020010683,0.0002065771,0.000054,-0.001123887,0.009076131,-0.002152354,0.0049406951,-0.00466717
2002-06-25,-0.011713742,-0.00795515,0.0049019207,-0.002638938,-0.00043965,0.0079704524,0.000054,-0.005925158,0.0045213087,-0.007742237,-0.000883927,0.0068884372
2002-06-26,0.0068454491,-0.004713101,0.0013022443,-0.011951938,-0.004803523,0.0027706021,0.000054,-0.004966779,0.0010291951,-0.012329438,-0.001915042,-0.000465962
2002-06-27,-0.000697508,-0.003794374,0.0074351261,0.0019605425,0.0030721027,0.0012832293,0.000054,-0.003466778,0.0059358737,0.0006438567,0.0016629054,0.0008510533
2002-06-28,-0.001557759,-0.012348195,0.003501827,0.0094458047,0.0110748963,-0.00578324,0.000054,-0.008744189,0.003962072,0.0087411826,0.0082704933,-0.004736491
2002-07-01,-0.01064852,-0.001478428,-0.00325521,-0.002159961,0.0048482765,-0.008002483,0.000054,-0.000936266,-0.002702961,-0.001527071,0.0046301658,-0.007404179
2002-07-02,0.0090184869,0.0051421947,0.00200755,-0.002975968,-0.005571385,0.0021754473,0.000054,0.0035539283,0.0032988526,-0.001724036,-0.005711704,0.0009201721
2002-07-03,0.001278519,0.0017978127,0.002918101,-0.002306127,-0.001962737,0.0009271279,0.000054,0.0011160736,0.0025136813,-0.002539853,0.0004883685,0.0007008948
2002-07-04,-0.009394978,-0.000833179,-0.001478693,0.0026015763,0.0029857895,-0.004518621,0.000054,-0.000792314,-0.001671644,0.0025678423,0.0025582751,-0.003741328
2002-07-05,0.0039575497,0.0029944095,0.0013391654,-0.001786151,-0.001220946,0.0004834259,0.000054,0.0027325332,0.001947075,-0.001333605,-0.002011421,0.0007553841
2002-07-08,0.007576676,0.0018949292,0.0016966003,-0.001820984,-0.000775368,0.0033005512,0.000054,0.0010765972,0.0023482423,-0.001461154,-0.000933349,0.0033597745
2002-07-09,-0.004094112,-0.002055013,-0.0019122,0.0032618488,0.0032482054,-0.001052037,0.000054,-0.001765442,-0.002128769,0.0016682072,0.003650221,-0.000728942
2002-07-10,-0.01642756,0.0000938296,-0.00614207,0.0003798267,0.0030594052,0.0007411327,0.000054,-0.000042606,-0.005671012,0.0017330328,0.0018177244,0.0003774922
2002-07-11,0.0008245359,0.0012397007,-0.001157645,-0.000034725,-0.001131031,-0.000542654,0.000054,0.0007072011,-0.001293934,-0.000334376,-0.001134673,0.0001261611
2002-07-12,0.0012859059,0.0005062617,-0.000920909,-0.00094383,-0.001611769,0.0005993328,0.000054,0.0007178157,-0.000776131,-0.000877418,-0.002291293,0.0013424297
2002-07-15,-0.006522755,0.0005894909,-0.000453242,0.0002594977,-0.002279427,-0.000073748,0.000054,0.000876372,-0.000489788,0.0001502608,-0.001370876,0.0006518647
2002-07-16,0.0013872169,0.0007450167,0.0015236069,0.0011492258,-0.000302749,-0.000472698,0.000054,0.0011039924,0.0013140758,0.0007990959,-0.001127659,-0.000256937
2002-07-17,0.0060976496,-0.000364934,0.0027684282,0.0005209793,-0.00294009,0.0024891498,0.000054,-0.000886063,0.0026677578,0.0006304775,-0.001970193,0.0018953296
2002-07-18,0.0020462163,0.0006873793,0.0030179994,0.0003125724,-0.000174548,-0.001953214,0.000054,0.0009340589,0.0025040603,0.0000792012,-0.000157089,-0.001163553
2002-07-19,0.004706422,0.0020942094,0.0018903286,-0.001191984,-0.001537725,0.0012295584,0.000054,0.0027256475,0.0019308966,-0.001473607,-0.001580123,0.002049372
2002-07-22,-0.015119469,-0.001033079,-0.002758773,0.0024014349,0.0024807304,-0.000525961,0.000054,-0.0005485,-0.002263936,0.0017704667,0.0013781846,-0.000393407
2002-07-23,-0.004968319,0.0002135278,0.0007715872,0.0020457268,0.0019037349,-0.001272473,0.000054,0.0002181918,0.0007325299,0.001887304,0.0022046155,-0.002020895
2002-07-24,-0.002514363,0.0005435796,-0.000981979,-0.000190841,0.0009050197,-0.001112626,0.000054,0.0011292316,-0.000751182,-0.000087752,0.0003312426,-0.000796445
2002-07-25,-0.00470329,0.0005977075,-0.002208608,-0.002506653,0.001763349,-0.002639393,0.000054,0.00036012,-0.00203568,-0.001627518,0.0012114979,-0.001715982
2002-07-26,-0.002979613,-0.002849061,-0.002487392,0.0010622392,0.003633476,-0.003339357,0.000054,-0.002613136,-0.003302668,0.0007120521,0.0035696313,-0.003210743
2002-07-29,0.0041469843,-0.000832916,0.0016303029,0.0004464316,-0.002971309,0.0020120037,0.000054,-0.001156341,0.0016075056,0.0003049942,-0.001913119,0.000963019
2002-07-30,0.0012549838,-0.000076472,-0.000714473,-0.000106832,-0.000103403,0.0006199606,0.000054,-0.000112423,-0.001246783,-0.000488353,-0.000677211,-0.000357148
2002-07-31,-0.009424549,-0.000197623,-0.004166742,0.0008617348,0.0033894029,-0.001680248,0.000054,0.0000448343,-0.004006913,0.0008028416,0.0027236247,-0.000953995
2002-08-01,-0.00015659,0.0023523557,-0.000545455,-0.001020052,-0.000637054,0.001284955,0.000054,0.002737031,-0.000791567,-0.001182055,-0.000458331,0.000982153
2002-08-02,0.0039895638,0.0006857825,-0.000873685,-0.000517012,-0.000239288,-0.000136031,0.000054,0.0008459079,-0.000956229,-0.001045073,-0.000643506,-7.544174E-6
2002-08-05,-0.00330118,0.000157118,-0.001737855,-0.002541051,-0.000040403,-0.000578487,0.000054,0.0002082327,-0.001492478,-0.002663265,-0.00051865,-0.000741869
2002-08-06,0.0097319601,-0.001574482,0.0043612408,0.0004207185,-0.00174989,0.0002245293,0.000054,-0.001670178,0.0045831461,0.0012544106,-0.001464701,-0.000109743
2002-08-07,-0.002027673,-0.001286953,-0.000228012,-0.000320343,0.0016558184,-0.001218525,0.000054,-0.00156599,-0.000068333,0.0006481582,0.002129106,-0.001113743
2002-08-08,-0.00549314,-0.001236024,-0.002037941,0.0025393501,0.0025832114,-0.000659802,0.000054,-0.001313183,-0.001484908,0.0025098057,0.0027613122,-0.001178458
2002-08-09,-0.007108072,-0.001448948,-0.000066984,0.0056825602,0.0017399584,0.0007003342,0.000054,-0.001174773,-0.000117298,0.0049727481,0.0024673023,-0.000370992
2002-08-12,-0.007407358,-0.000791285,-0.001610275,0.0013499032,0.0020239444,0.0004945521,0.000054,-0.000758182,-0.001848023,0.0005943673,0.0015942691,-0.000231181
2002-08-13,0.0015225787,0.0008087181,-0.000107822,-0.000238702,0.0011591191,0.0000414858,0.000054,0.00094271,-0.000657149,-0.000898196,0.0008685239,0.0008614118
2002-08-14,0.0066271375,0.0018952299,0.0023527157,-0.001676573,-0.003343608,0.0025459017,0.000054,0.0014170089,0.00227579,-0.001533511,-0.002353061,0.0016582389
2002-08-15,-0.00750532,-0.000399508,-0.00208813,0.0009236412,0.0031611195,-0.00139349,0.000054,0.0000184726,-0.002216793,0.0006092313,0.0027614389,-0.000661057
2002-08-16,0.0068996349,0.0012282245,0.0049748537,0.0007842875,0.0001341988,0.0001419189,0.000054,0.0009079028,0.004586835,0.0003732657,0.000104878,0.0004929646
2002-08-19,-0.003158006,-0.000088496,0.0007587957,0.0018459931,0.002875846,-0.00069185,0.000054,0.0002248005,0.0007944243,0.0016740521,0.0016984358,-0.000903609
2002-08-20,0.0136797508,-0.001148047,0.0032818774,0.0003025876,-0.000351319,-0.000320003,0.000054,-0.000713712,0.0026972229,-0.000101612,-0.0003388,-0.000194484
2002-08-21,0.0013291752,-0.000039058,-0.002093045,-0.002788302,-0.000903082,0.0006293613,0.000054,0.0001971015,-0.002244885,-0.002520838,-0.001187836,0.0004558752
2002-08-22,0.0093234229,0.0018397781,-0.001375545,-0.006758943,-0.001081743,-0.001539691,0.000054,0.0017028816,-0.001914163,-0.004989095,-0.000013948,-0.001499483
2002-08-23,-0.002681599,-0.001574486,0.0006064497,0.002975501,0.0008337944,-0.00056422,0.000054,-0.00162989,0.0003038708,0.0025001934,0.0013647619,-0.00099256
2002-08-26,-0.006943518,0.0032813498,-0.004255435,-0.002666077,0.0018230328,-0.001481357,0.000054,0.0045933266,-0.004784195,-0.003006503,0.0021034923,-0.001530548
2002-08-27,0.0066376269,0.0084330148,-0.004692164,-0.007728007,-0.000675772,0.0006337488,0.000054,0.0089598989,-0.004901515,-0.00929712,0.0002591308,-0.000310886
2002-08-28,-0.002464636,-0.00191687,0.0028349495,0.003492224,0.0016254009,-0.000207201,0.000054,-0.002626229,0.0035739305,0.0035343345,0.0012017595,0.0001953091
2002-08-29,-0.006376041,-0.003312097,0.0024974972,0.0047332585,0.0007561175,0.0015836849,0.000054,-0.00340582,0.0026104199,0.0040937811,-0.00065127,0.0016061918
2002-08-30,-0.000348982,0.0009987979,-0.000783569,0.0006989879,-0.001138812,0.0001276869,0.000054,0.0009851493,-0.000930817,0.000287576,-0.000952159,0.0003139154
2002-09-02,0.0013498624,0.0023721682,-0.001123839,-0.001725967,-0.001516917,0.0012177631,0.000054,0.0022696814,-0.000523973,-0.000514028,-0.001321345,0.0015888839
2002-09-03,0.0028580883,0.0003677748,-0.000956161,-0.00277296,0.0002313181,0.0004312243,0.000054,0.0003813509,-0.001026828,-0.002391732,0.0006811834,0.0002235765
2002-09-04,-0.005657776,-0.000367568,-0.002021232,0.0002554198,-0.000855178,-0.000195357,0.000054,-0.000284961,-0.001507493,-0.000150169,-0.000598862,0.0008056026
2002-09-05,-0.012439588,-0.002629996,-0.002824173,0.001517652,0.0026929683,-0.001578923,0.000054,-0.002432377,-0.002906372,0.0010776487,0.0017004639,-0.000702725
2002-09-06,-0.005297059,-0.00138168,-0.001221027,-0.001973155,0.0028065847,-0.001724321,0.000054,-0.000926405,-0.000944779,-0.000444452,0.0020597033,-0.00102832
2002-09-09,-0.007513724,-0.000796629,-0.002359168,-0.001161148,0.0024696514,-0.001439616,0.000054,-0.000549703,-0.001986105,-0.001322127,0.0017120464,-0.002126534
2002-09-10,0.0017672107,0.0017039396,-0.000010028,0.0000998482,-0.001290457,0.0013996903,0.000054,0.0014233149,-0.000350719,-0.000465262,-0.000744478,0.0006227482
2002-09-11,-0.003970227,0.0015007992,-0.000907364,0.0000464383,-0.000290366,-0.000105415,0.000054,0.0013564517,-0.000468831,0.0004160652,-0.000576966,0.000122053
2002-09-12,0.0034464786,0.001880183,-0.001807415,-0.001163235,-0.000298035,0.0004146244,0.000054,0.0017170758,-0.002109988,-0.000724004,0.0008135547,-0.000213845
2002-09-13,-0.0011447,-0.000048688,0.0017820417,0.0018381943,0.0007503449,-0.001847196,0.000054,0.000682046,0.0009521431,0.0010791327,0.0007352433,-0.000675904
2002-09-16,-0.01333147,-0.002416132,-0.002752139,0.003676489,0.0056830329,-0.004977417,0.000054,-0.001629437,-0.0021839,0.0029889062,0.003689929,-0.003807129
2002-09-17,-0.000498528,-0.00289511,0.0021165279,0.0034560468,0.0050066409,-0.005320958,0.000054,-0.002871664,0.0027320323,0.0043004681,0.0055928872,-0.005585944
2002-09-18,-0.006620494,-0.000702973,-0.001541873,0.0042243923,0.0017126083,-0.002882903,0.000054,-0.000273543,-0.001618504,0.0039777994,0.0028654315,-0.003340604
2002-09-19,0.0166460932,0.000642816,0.0052050631,0.0008983538,-0.005660117,0.0054672114,0.000054,0.0004065308,0.0053854955,0.0010226898,-0.005052815,0.0043060054
2002-09-20,-0.009783942,-0.000839076,-0.003778053,0.0036797783,0.0040144053,-0.002774068,0.000054,0.0000407362,-0.003889959,0.0027991922,0.0024373215,-0.001980715
2002-09-23,-0.00122391,0.000761013,0.0013141918,0.0014408209,-0.000086077,0.0017392859,0.000054,0.0013127396,0.0012397788,0.0020738154,0.0001860607,0.0018956113
2002-09-24,-0.00463979,-0.000667965,-0.000114564,0.0016745218,0.0012076629,-0.002415796,0.000054,-0.000601033,0.000335794,0.0017030183,0.0020326214,-0.002667994
2002-09-25,-0.000605728,0.0012745979,0.0024075542,0.0029546424,-0.000253716,-0.000627018,0.000054,0.0017766895,0.0026320309,0.0021431828,-0.001503339,0.0008653845
2002-09-26,-0.007724439,-0.002377171,0.0010137964,0.0061456233,0.0030649684,-0.001775444,0.000054,-0.002616901,0.0012696025,0.0044785915,0.0025254431,-0.00191961
2002-09-27,-0.003761816,-0.002508752,0.0002221075,0.0039228284,0.0046894156,-0.00306746,0.000054,-0.002015061,0.0002619906,0.0042315643,0.0036483269,-0.002260197
2002-10-08,-0.009618295,-0.000460472,-0.000617051,-0.000969174,-0.001748397,0.0007321563,0.000054,-0.000801114,-0.000140442,-0.001343753,-0.001817033,0.0008839693
2002-10-09,-0.018822948,-0.000112092,-0.003342724,-0.00141878,0.0037771397,-0.005945802,0.000054,0.0000624216,-0.001521936,-0.002198469,0.0041288462,-0.00483896
2002-10-10,-0.003964255,0.0015647414,-0.001652456,-0.000393184,-0.000387873,0.0013629235,0.000054,0.0019448744,-0.001506866,-0.001489775,-0.002432968,0.0024240994
2002-10-11,-0.00337278,-0.000411424,-0.000555259,-0.000436067,-0.001539413,0.000034144,0.000054,0.0001685305,-0.000698269,-0.000686203,-0.001769018,0.0016651407
2002-10-14,0.0042476481,-0.001860043,-0.001165784,-0.003463032,-0.004071354,0.0037922298,0.000054,-0.001765215,-0.001566652,-0.003214667,-0.003543871,0.0037870548
2002-10-15,-0.003708404,-0.000276465,-0.000590104,0.0010388978,0.0018529825,-0.001459978,0.000054,-0.000012812,-0.001108343,-0.000062041,0.0011019111,-0.001033237
2002-10-16,0.0083900163,-0.000105582,0.0015313313,-0.000701814,-0.002425483,0.0011505063,0.000054,-0.00052217,0.0013229471,0.0003761132,-0.00076925,-1.71323E-6
2002-10-17,-0.016757116,-0.003478127,-0.00237514,0.008125373,0.0042933296,-0.00328645,0.000054,-0.002918832,-0.001342563,0.00703436,0.0041678068,-0.002178951
2002-10-18,0.001993445,-0.000545329,0.0017923637,0.0014989608,-0.001410751,0.0014005911,0.000054,-0.000695895,0.001602071,0.0009335698,-0.001104106,0.0012337045
2002-10-21,0.0022894142,0.0001851198,0.0030434892,-0.000866338,-0.004189883,0.0030602454,0.000054,-0.000404769,0.0027883064,-0.001413975,-0.003109973,0.0025756936
2002-10-22,0.0153402381,0.0032301395,0.0026853467,-0.004391239,-0.000528815,-0.000456541,0.000054,0.002366111,0.0011617206,-0.002867584,-0.000187864,-0.001625607
2002-10-23,0.0013788633,0.0004926459,-0.000195278,-0.001843208,-0.002926595,0.0027257137,0.000054,0.0001493136,-0.000799647,-0.002078756,-0.003241154,0.0033413878
2002-10-24,-0.008406841,-0.000742547,-0.002398566,0.0061282177,0.0026123187,-0.003941705,0.000054,0.0001810133,-0.002271375,0.0067933059,0.0023108778,-0.003145791
2002-10-25,-0.011086839,-0.004733456,0.0003977683,0.0041051019,0.0058634667,-0.003114274,0.000054,-0.004054313,0.0000209469,0.0054511698,0.0058142909,-0.002358582
2002-10-28,-0.013103247,-0.003956934,0.0007379768,0.006679177,0.003995902,-0.000600697,0.000054,-0.003722497,0.0012135449,0.0064675212,0.0045026483,-9.40771E-6
2002-10-29,0.0056520361,-0.000326696,0.0012149431,-0.005226798,-0.000446677,-0.001033455,0.000054,-0.000179619,0.0009828476,-0.003876301,-0.000685164,-0.000224071
2002-10-30,-0.001403293,-0.001607748,0.0013738685,0.0011004996,0.0013281046,0.0012982249,0.000054,-0.001498151,0.001133911,0.0004677846,0.0014057597,0.0008040939
2002-10-31,-0.001040525,-0.001016468,-0.00107225,0.0008550356,0.000516552,-0.000192094,0.000054,-0.000521723,-0.000693149,0.00038908,-0.000329748,-0.000196933
2002-11-01,0.000672437,-0.002656602,0.0032804337,0.0040871624,0.0027097707,-0.001023185,0.000054,-0.002170795,0.0037334917,0.0050664915,0.0036269387,-0.001242776
2002-11-04,0.0143055614,0.0011516625,0.0002268372,-0.011718244,-0.004047893,0.0006023949,0.000054,0.000520862,0.0012868111,-0.008506913,-0.002262043,-0.000918054
2002-11-05,0.016879608,0.0036307373,0.0020574214,-0.008029362,-0.004770406,0.0033597089,0.000054,0.0032215251,0.001892937,-0.0078646,-0.004225843,0.0027978735
2002-11-06,-0.004360216,0.0004724082,-0.00087573,0.00115494,-0.000974495,0.0020803659,0.000054,0.0007795265,-0.000506523,0.0018590784,-0.000853805,0.0025144694
2002-11-07,-0.001694233,-0.000452186,0.0014901917,0.0027961845,0.0014262346,0.0009096779,0.000054,-0.000561594,0.000745036,0.001322395,0.0009285034,0.0003244358
2002-11-08,-0.024345113,-0.00691343,-0.002964663,0.0132460098,0.0093763592,-0.007532108,0.000054,-0.004816449,-0.00314802,0.0116524105,0.006623767,-0.004643162
2002-11-11,-0.011063312,-0.001278736,-0.002296718,0.004518331,0.0003548166,0.0003848379,0.000054,-0.000774713,-0.002073567,0.004178093,-0.000321187,0.0005351554
2002-11-12,-0.019501493,-0.011698379,0.0011927673,0.0180906542,0.0136116015,-0.009589205,0.000054,-0.009175898,0.0008333216,0.0166270854,0.0110991776,-0.006592743
2002-11-13,0.0030302129,-0.001592879,0.00014556,-0.003747216,-0.000582671,-0.000112794,0.000054,-0.001046907,0.0008806352,-0.000689554,0.0007305514,-0.000976772
2002-11-14,-0.020952679,-0.00667741,0.0017788178,0.0114972266,0.0088282755,-0.007089692,0.000054,-0.004876581,0.0019879025,0.0108157264,0.0080546523,-0.005461993
2002-11-15,0.0033653939,-0.000054788,-0.002275769,-0.008087759,-0.000511662,-0.001035574,0.000054,-0.000225048,-0.002090662,-0.005783411,-0.000337123,-0.000626442
2002-11-18,-0.009569754,-0.002558644,-0.003228345,-0.005554135,0.0031806728,-0.004259029,0.000054,-0.00254554,-0.002830824,-0.004224498,0.0035972121,-0.003900652
2002-11-19,0.0084942715,0.005347376,-0.001725337,-0.00899626,-0.004927119,0.0048948454,0.000054,0.0048405334,-0.001472906,-0.010074917,-0.004963885,0.0042894574
2002-11-20,-0.02700344,-0.008718173,-0.004370456,0.0125921623,0.0101286152,-0.006746581,0.000054,-0.006277574,-0.003207551,0.0109696199,0.0080847615,-0.003939968
2002-11-21,-0.028593614,-0.007863825,-0.006649502,0.0078855685,0.0120204464,-0.00869762,0.000054,-0.005370681,-0.004156518,0.0083898161,0.0091732939,-0.005499662
2002-11-22,0.0024642239,0.0035281415,0.0066367269,0.0038997104,-0.000549831,-0.000157598,0.000054,0.0032593273,0.007208219,0.002823423,0.0000313667,-0.000388913
2002-11-25,0.0041489358,0.0005483126,0.0021435741,-0.002301814,-0.005643489,0.0028030907,0.000054,0.0010726928,0.0026608811,-0.002726419,-0.004833198,0.0044503593
2002-11-26,-0.021199594,-0.005232126,-0.003183307,0.0158755682,0.0062302599,-0.007370078,0.000054,-0.003937672,-0.002834803,0.0139416858,0.0058440556,-0.005727093
2002-11-27,0.0066613498,-0.000091335,0.0059011477,-0.000794694,-0.005349292,0.0008381706,0.000054,-0.000901141,0.0061272931,-0.000719396,-0.003877664,0.0027384639
2002-11-28,0.0300310929,0.0033739035,0.0011803757,-0.013991876,-0.007310641,0.0032139153,0.000054,0.0023872281,-0.000588506,-0.011873421,-0.005030216,0.0018139969
2002-11-29,0.0148411187,0.0044501753,-0.002293271,-0.004336147,-0.00494397,0.0028327025,0.000054,0.0036832522,-0.001788133,-0.002192525,-0.003289496,0.0012447201
2002-12-02,-0.030190456,-0.004607005,-0.003268194,0.0135988245,0.0069642349,-0.003131402,0.000054,-0.002325249,-0.002063079,0.011557819,0.0052396796,-0.001183011
2002-12-03,0.0116802476,0.0028336655,0.0016579976,-0.008759992,-0.009337179,0.0020336004,0.000054,0.0024580536,0.0010454429,-0.008893038,-0.00732141,0.0024027839
2002-12-04,0.0041178501,0.0039838867,0.0001770082,-0.004543131,0.0009261266,0.0022486323,0.000054,0.0032560645,0.0000577433,-0.005224184,-0.000144172,0.0018912601
2002-12-05,-0.006299275,-0.000949801,-0.001220212,-0.000224532,0.0002885185,0.0000785765,0.000054,-0.00097211,-0.00135688,-0.001065188,0.0002764232,0.0006766565
2002-12-06,0.0000282338,0.001006887,0.00013996,0.002761745,0.0023981828,-0.000663872,0.000054,0.0010953218,0.0000619835,0.0022956559,0.0017010903,-0.000209936
2002-12-09,-0.003365644,-0.000988925,-0.000920942,0.0017097915,0.0007560072,0.0003711776,0.000054,-0.000201108,-0.000732359,0.0009942621,0.0014142987,-0.000639526
2002-12-10,-0.01366193,-0.003052428,0.0005766276,0.0081619958,0.0057479992,-0.00337845,0.000054,-0.001956429,0.0014868207,0.0079895093,0.0049857908,-0.002349359
2002-12-11,-0.004187286,0.0011735255,-0.000205769,0.0000916513,-0.000156811,-0.000370647,0.000054,0.0009937991,0.000519757,0.0005854297,-0.000700917,0.0008051385
2002-12-12,0.0061336247,0.0030079614,-0.001589269,-0.004851856,-0.004895774,0.0030792695,0.000054,0.00240028,-0.00158635,-0.005846605,-0.003826736,0.0022609381
2002-12-13,0.0117827348,0.0077170333,0.0007901825,-0.012747893,-0.006249077,0.0039212659,0.000054,0.0070314752,0.0003859543,-0.015499602,-0.006457144,0.0033083326
2002-12-16,0.0096024658,0.003503957,0.003626383,-0.004312846,-0.00332818,-0.000160989,0.000054,0.0030665147,0.003276939,-0.005000845,-0.003201597,0.0004423871
2002-12-17,0.0076247185,0.0028241471,-0.001251391,-0.005352816,-0.000789233,0.00058767,0.000054,0.0019037999,-0.001729575,-0.005893209,-0.001569973,-0.000190795
2002-12-18,-0.004671885,0.0005211183,-0.001217607,0.0014716907,0.0057643169,-0.002440186,0.000054,0.0015798292,-0.002084453,0.0040426816,0.0039402464,-0.002167426
2002-12-19,0.0019928952,0.0025633753,0.0003571652,-0.002901144,-0.003551088,0.0016664309,0.000054,0.0017137558,-0.000215124,-0.004362072,-0.003058362,0.0016997756
2002-12-20,0.0115023782,-0.000791126,-0.000504847,-0.004923646,-0.001854566,0.0008373638,0.000054,-0.001763153,-0.001128576,-0.003966048,-0.001440745,0.0002907181
2002-12-23,0.0012781534,-0.001623863,-0.000090992,0.0013005946,-0.000337062,0.0040305177,0.000054,-0.00225693,-0.00137859,0.0002764926,-0.00132908,0.0037389719
2002-12-24,0.0011488202,0.0032914961,0.0006778435,-0.002525317,-0.001027313,0.000826318,0.000054,0.0038595042,0.0003811675,-0.002474121,-0.002296557,0.0020096035
2002-12-25,-0.007210622,-0.000316175,-0.001755763,0.0037603894,0.0029747773,-0.000205044,0.000054,0.0003508499,-0.001919631,0.0019842375,0.0008371984,0.0015279374
2002-12-26,-0.029566889,-0.008594156,-0.005114431,0.0178348253,0.011638401,-0.006933856,0.000054,-0.006327112,-0.003325503,0.0166683121,0.0094586008,-0.004344739
2002-12-27,0.0011845663,-0.000092978,-0.000312894,0.0044035852,0.0034761946,-0.004076536,0.000054,0.0001892422,-0.000474147,0.0023953136,0.0029342614,-0.001833742
2002-12-30,-0.011493366,-0.002759953,-0.005409139,0.0051297623,0.0044983287,-5.6745E-6,0.000054,-0.001549683,-0.005244683,0.0035715141,0.0019343031,0.0015016251
2002-12-31,-0.006739156,-0.005385291,-0.002933066,0.0084827704,0.0108152783,-0.008404113,0.000054,-0.004398193,-0.002085464,0.0097129313,0.0091667501,-0.006870819
2003-01-02,-0.024402545,0.0053313811,-0.003341148,-0.004599533,-0.011558595,0.0043078279,0.000054,0.0066055733,-0.002752746,-0.008064447,-0.009866839,0.0059084759
2003-01-03,-0.000146148,0.0050169174,-0.000188484,-0.006251265,-0.008438476,0.0051462925,0.000054,0.0047420017,-0.000447989,-0.006629188,-0.009795442,0.0049470047
2003-01-06,0.0132882667,0.0066073821,0.001189764,-0.007495761,-0.007172645,0.0046620255,0.000054,0.0050803182,0.0001870104,-0.007332756,-0.005846383,0.0022080905
2003-01-07,-0.002409153,0.0006278866,0.0003707573,0.0020704347,5.790251E-6,0.001324449,0.000054,0.0003678467,0.0011045257,0.0012024122,0.0001748028,0.001215424
2003-01-08,0.0255390088,0.0025867672,0.007554607,-0.005368354,-0.003347343,0.0018376094,0.000054,0.0014700442,0.0060572306,-0.005131792,-0.00176881,-0.0002895
2003-01-09,0.0186610653,0.0010195322,0.0017863807,-0.006721246,-0.003881702,0.0016321243,0.000054,0.0001024253,0.0000956878,-0.005931195,-0.001711717,-0.000099687
2003-01-10,-0.009349089,-0.002381283,-0.001522873,0.0034421933,0.0056481942,-0.002344424,0.000054,-0.002766749,-0.000679923,0.0036468267,0.0048220129,-0.001571951
2003-01-13,0.003885125,0.0023942702,-0.002313224,-0.003886976,-0.0026974,0.0023145963,0.000054,0.0021840859,-0.002395803,-0.004041722,-0.003206483,0.0029176957
2003-01-14,0.047328314,-0.002459233,0.0136075283,-0.007440882,0.0006844807,0.0001173918,0.000054,-0.002577347,0.0098574312,-0.008117255,0.0007794753,-0.000897138
